airline_code;airline;airline_row;aircraft_id;aircraft_type;source_sheet;source_row
DHL;DHL;DHL;AIB-A300-600RF;Airbus A300-600R(F);DHL;7
DHL;DHL;DHL;AIB-A321-200PCF;Airbus A321-200PCF;DHL;8
DHL;DHL;DHL;AIB-A330-200F;Airbus A330-200F;DHL;9
DHL;DHL;DHL Aviation;AIB-A330-300P2F;Airbus A330-300P2F;DHL;10
DHL;DHL;DHL Aviation;BOE-727-200F;Boeing 727-200F;DHL;11
DHL;DHL;DHL;BOE-737-200C;Boeing 737-200C;DHL;12
DHL;DHL;DHL;BOE-737-300SF;Boeing 737-300SF;DHL;13
DHL;DHL;DHL;BOE-737-400SF;Boeing 737-400SF;DHL;14
DHL;DHL;DHL;BOE-737-800BCF-WL;Boeing 737-800BCF (Winglets);DHL;15
DHL;DHL;DHL;BOE-747-400BCF;Boeing 747-400BCF;DHL;16
DHL;DHL;DHL;BOE-747-8F;Boeing 747-8F;DHL;17
DHL;DHL;DHL Aviation;BOE-757-200PCF;Boeing 757-200PCF;DHL;18
DHL;DHL;DHL;BOE-757-200PCF-WL;Boeing 757-200PCF (Winglets);DHL;19
DHL;DHL;DHL;BOE-767-200BDSF;Boeing 767-200BDSF;DHL;20
DHL;DHL;DHL;BOE-767-300BDSF-WL;Boeing 767-300BDSF (Winglets);DHL;21
DHL;DHL;DHL;BOE-777F;Boeing 777F;DHL;22
DHL;DHL;DHL;DOR-Do228-100;Dornier Do 228-100;DHL;23
DHL;DHL;DHL;DOU-DC8-73CFF;Douglas DC-8-73CF(F);DHL;24
DHL;DHL;DHL;LOC-L188A-F;Lockheed L-188A(F) Electra;DHL;25
DHL;DHL;DHL;MCD-DC9-30F;McDonnell Douglas DC-9-30F;DHL;26
DHL;DHL;DHL;MCD-DC9-40F;McDonnell Douglas DC-9-40F;DHL;27
DHL;DHL;DHL Aviation;SAB-340A-F;Saab 340A(F);DHL;28
DHL;DHL;DHL;TUP-Tu204-100C;Tupolev Tu-204-100C;DHL;29
DHL;DHL;DHL;VIC-Vanguard-953C;Vickers Vanguard 953C Merchantman;DHL;30
HF;Hapag-Lloyd;Hapag-Lloyd;AIB-A300-B4;Airbus A300B4;HapagLloyd;4
HF;Hapag-Lloyd;Hapag-Lloyd;AIB-A310-200;Airbus A310-200;HapagLloyd;5
HF;Hapag-Lloyd;Hapag-Lloyd;AIB-A310-300;Airbus A310-300;HapagLloyd;6
HF;Hapag-Lloyd;Hapag-Lloyd;BAC-111-500;BAC 1-11 Series 500;HapagLloyd;7
HF;Hapag-Lloyd;Hapag-Lloyd;BOE-737-200;Boeing 737-200;HapagLloyd;8
HF;Hapag-Lloyd;Hapag-Lloyd;BOE-737-400;Boeing 737-400;HapagLloyd;9
HF;Hapag-Lloyd;Hapag-Lloyd;BOE-737-500;Boeing 737-500;HapagLloyd;10
HF;Hapag-Lloyd;Hapag-Lloyd Express;BOE-737-700;Boeing 737-700;HapagLloyd;11
HF;Hapag-Lloyd;Hapag-Lloyd;BOE-737-800;Boeing 737-800;HapagLloyd;12
HF;Hapag-Lloyd;Hapag-Lloyd;BOE-737-800-WL;Boeing 737-800 (Winglets);HapagLloyd;13
FI;Icelandair;Icelandair;AIB-A321-neo;Airbus A321neo;Icelandair;4
FI;Icelandair;Icelandair;BOE-737-300;Boeing 737-300;Icelandair;5
FI;Icelandair;Icelandair;BOE-737-400;Boeing 737-400;Icelandair;6
FI;Icelandair;Icelandair;BOE-737-800;Boeing 737-800;Icelandair;7
FI;Icelandair;Icelandair;BOE-737-MAX8;Boeing 737 MAX 8;Icelandair;8
FI;Icelandair;Icelandair;BOE-737-MAX9;Boeing 737 MAX 9;Icelandair;9
FI;Icelandair;Icelandair;BOE-747-100;Boeing 747-100;Icelandair;10
FI;Icelandair;Icelandair;BOE-757-200-WL;Boeing 757-200 (Winglets);Icelandair;11
FI;Icelandair;Icelandair;BOE-757-300-WL;Boeing 757-300 (Winglets);Icelandair;12
FI;Icelandair;Icelandair;BOE-767-300;Boeing 767-300;Icelandair;13
FI;Icelandair;Icelandair Cargo;BOE-767-300BCF-WL;Boeing 767-300BCF (Winglets);Icelandair;14
FI;Icelandair;Icelandair;DHC-DHC6;De Havilland Canada DHC-6-200 Twin Otter;Icelandair;15
FI;Icelandair;Icelandair;DHC-DHC8-200;De Havilland Canada DHC-8-200;Icelandair;16
FI;Icelandair;Icelandair;DHC-DHC8-400;De Havilland Canada DHC-8-400;Icelandair;17
FI;Icelandair;Icelandair;DOU-DC8-50;Douglas DC-8-50;Icelandair;18
FI;Icelandair;Icelandair;DOU-DC8-63;Douglas DC-8-60/70;Icelandair;19
FI;Icelandair;Icelandair;FOK-F50;Fokker 50;Icelandair;20
FI;Icelandair;Icelandair;LOC-L1011-100;Lockheed L-1011 TriStar 1/100/200;Icelandair;21
FI;Icelandair;Icelandair;MCD-DC10-30;McDonnell Douglas DC-10-30;Icelandair;22
KL;KLM;KLM;AIB-A310-200;Airbus A310-200;KLM;4
KL;KLM;KLM;AIB-A320-neo;Airbus A320 neo;KLM;5
KL;KLM;KLM;AIB-A321-neo;Airbus A321neo;KLM;6
KL;KLM;KLM;AIB-A330-200;Airbus A330-200;KLM;7
KL;KLM;KLM;AIB-A330-300;Airbus A330-300;KLM;8
KL;KLM;KLM;AIB-A350-900;Airbus A350-900;KLM;9
KL;KLM;KLM;BAC-111-300;BAC 1-11 Series 300;KLM;10
KL;KLM;KLM;BOE-737-200;Boeing 737-200;KLM;11
KL;KLM;KLM;BOE-737-300;Boeing 737-300;KLM;12
KL;KLM;KLM;BOE-737-400;Boeing 737-400;KLM;13
KL;KLM;KLM;BOE-737-700;Boeing 737-700;KLM;14
KL;KLM;KLM;BOE-737-800;Boeing 737-800;KLM;15
KL;KLM;KLM;BOE-737-800-WL;Boeing 737-800 (Winglets);KLM;16
KL;KLM;KLM;BOE-737-900;Boeing 737-900;KLM;17
KL;KLM;KLM;BOE-737-900-WL;Boeing 737-900 (Winglets);KLM;18
KL;KLM;KLM;BOE-747-200;Boeing 747-200;KLM;19
KL;KLM;KLM;BOE-747-200SUD;Boeing 747-200B SUD;KLM;20
KL;KLM;KLM;BOE-747-300;Boeing 747-300;KLM;21
KL;KLM;KLM Asia;BOE-747-400;Boeing 747-400;KLM;22
KL;KLM;KLM;BOE-767-300ER;Boeing 767-300ER Extended Range;KLM;23
KL;KLM;KLM;BOE-777-200ER;Boeing 777-200ER Extended Range;KLM;24
KL;KLM;KLM;BOE-777-300ER;Boeing 777-300ER Extended Range;KLM;25
KL;KLM;KLM;BOE-787-9;Boeing 787-9 Dreamliner;KLM;26
KL;KLM;KLM;BOE-787-10;Boeing 787-10 Dreamliner;KLM;27
KL;KLM;KLM;CON-CV240;Convair CV-240;KLM;28
KL;KLM;KLM;CON-CV340;Convair CV-340;KLM;29
KL;KLM;KLM;CON-CV880;Convair CV-880;KLM;30
KL;KLM;KLM;DOU-DC2;Douglas DC-2;KLM;31
KL;KLM;KLM;DOU-DC3;Douglas DC-3;KLM;32
KL;KLM;KLM;DOU-DC4;Douglas DC-4;KLM;33
KL;KLM;KLM;DOU-DC6;Douglas DC-6;KLM;34
KL;KLM;KLM;DOU-DC7-C;Douglas DC-7C Seven Seas;KLM;35
KL;KLM;KLM;DOU-DC8-30;Douglas DC-8-30;KLM;36
KL;KLM;KLM;DOU-DC8-50;Douglas DC-8-53;KLM;37
KL;KLM;KLM;DOU-DC8-63;Douglas DC-8-63;KLM;38
KL;KLM;KLM;FOK-F27;Fokker F27;KLM;39
KL;KLM;KLM;FOK-F100;Fokker 100;KLM;40
KL;KLM;KLM;LOC-L188;Lockheed L-188 Electra;KLM;41
KL;KLM;KLM;MCD-DC9-15;McDonnell Douglas DC-9-15;KLM;42
KL;KLM;KLM;MCD-DC9-30;McDonnell Douglas DC-9-30;KLM;43
KL;KLM;KLM;MCD-DC10-30;McDonnell Douglas DC-10-30;KLM;44
KL;KLM;KLM;MCD-MD11;McDonnell Douglas MD-11;KLM;45
WA;KLM Cityhopper;KLM exel;ATR42-300;ATR 42-320;KLM_CH;4
WA;KLM Cityhopper;KLM exel;ATR72-200;ATR 72-200;KLM_CH;5
WA;KLM Cityhopper;KLM exel;EMB-ERJ145;Embraer ERJ-145MP;KLM_CH;6
WA;KLM Cityhopper;KLM Cityhopper;EMB-E170-WL;Embraer ERJ-170;KLM_CH;7
WA;KLM Cityhopper;KLM Cityhopper;EMB-E175;Embraer ERJ-175;KLM_CH;8
WA;KLM Cityhopper;KLM Cityhopper;EMB-E190;Embraer ERJ-190;KLM_CH;9
WA;KLM Cityhopper;KLM Cityhopper;EMB-E195E2;Embraer E195-E2;KLM_CH;10
WA;KLM Cityhopper;KLM Cityhopper;FOK-F50;Fokker 50;KLM_CH;11
WA;KLM Cityhopper;KLM Cityhopper;FOK-F70;Fokker 70;KLM_CH;12
WA;KLM Cityhopper;KLM Cityhopper;FOK-F100;Fokker 100;KLM_CH;13
WA;KLM Cityhopper;KLM Cityhopper;SAB-340;Saab 340;KLM_CH;14
NG;Lauda Air;Niki;AIB-A320-200;Airbus A320-200;LaudaAir;4
NG;Lauda Air;Lauda Air;BAC-111-500;BAC 1-11 Series 500;LaudaAir;5
NG;Lauda Air;Lauda Air;BOE-737-200;Boeing 737-200;LaudaAir;6
NG;Lauda Air;Lauda Air;BOE-737-300;Boeing 737-300;LaudaAir;7
NG;Lauda Air;Lauda Air;BOE-737-400;Boeing 737-400;LaudaAir;8
NG;Lauda Air;Lauda Air;BOE-737-500;Boeing 737-500;LaudaAir;9
NG;Lauda Air;Lauda Air;BOE-737-600;Boeing 737-600;LaudaAir;10
NG;Lauda Air;Lauda Air;BOE-737-700;Boeing 737-700;LaudaAir;11
NG;Lauda Air;Lauda Air;BOE-737-700-WL;Boeing 737-700 (Winglets);LaudaAir;12
NG;Lauda Air;Lauda Air;BOE-737-800;Boeing 737-800;LaudaAir;13
NG;Lauda Air;Lauda Air;BOE-737-800-WL;Boeing 737-800 (Winglets);LaudaAir;14
NG;Lauda Air;Lauda Air;BOE-767-300;Boeing 767-300;LaudaAir;15
NG;Lauda Air;Lauda Air;BOE-777-200;Boeing 777-200;LaudaAir;16
NG;Lauda Air;Lauda Air;BOM-CRJ100;Bombardier CRJ-100;LaudaAir;17
DE;Luftwaffe;Luftwaffe (German Air Force);AIB-A310-304VIP;Airbus A310-304;Luftwaffe;4
DE;Luftwaffe;Luftwaffe (German Air Force);AIB-ACJ350-900;Airbus ACJ350-900;Luftwaffe;5
DE;Luftwaffe;Luftwaffe (German Air Force);BOE-707-300;Boeing 707-307C;Luftwaffe;6
DE;Luftwaffe;Luftwaffe (German Air Force);BOM-BD700;Bombardier BD-700 Global 5000;Luftwaffe;7
DE;Luftwaffe;Luftwaffe (German Air Force);BOM-CL601;Bombardier Challenger 601;Luftwaffe;8
DE;Luftwaffe;Luftwaffe (German Air Force);TUP-Tu154M;Tupolev Tu-154M;Luftwaffe;9
DY;Norwegian;Norwegian;AIB-A330-200;Airbus A330-200;Norwegian;4
DY;Norwegian;Norwegian;AIB-A340-300;Airbus A340-300;Norwegian;5
DY;Norwegian;Norwegian;BOE-737-300;Boeing 737-300;Norwegian;6
DY;Norwegian;Norwegian;BOE-737-500;Boeing 737-500;Norwegian;7
DY;Norwegian;Norwegian;BOE-737-800-WL;Boeing 737-800;Norwegian;8
DY;Norwegian;Norwegian;BOE-737-MAX8;Boeing 737 MAX 8;Norwegian;9
DY;Norwegian;Norwegian;BOE-787-8;Boeing 787-8 Dreamliner;Norwegian;10
DY;Norwegian;Norwegian;BOE-787-9;Boeing 787-9 Dreamliner;Norwegian;11
DY;Norwegian;Norwegian;DHC-DHC6;De Havilland Canada DHC-6 Twin Otter;Norwegian;12
DY;Norwegian;Norwegian;DHC-DHC7;De Havilland Canada DHC-7-100;Norwegian;13
DY;Norwegian;Norwegian;DHC-DHC8-100;De Havilland Canada DHC-8-100;Norwegian;14
DY;Norwegian;Norwegian;DHC-DHC8-200;De Havilland Canada DHC-8-200;Norwegian;15
DY;Norwegian;Norwegian;DHC-DHC8-300;De Havilland Canada DHC-8-300;Norwegian;16
DY;Norwegian;Norwegian;DHC-DHC8-400;De Havilland Canada DHC-8-400;Norwegian;17
DY;Norwegian;Norwegian;EMB-E195E2;Embraer E190-E2;Norwegian;18
DY;Norwegian;Norwegian;EMB-EMB120;Embraer EMB-120 Brasilia;Norwegian;19
DY;Norwegian;Norwegian;FOK-F50;Fokker 50;Norwegian;20
DY;Norwegian;Norwegian;MCD-MD82;McDonnell Douglas MD-82;Norwegian;21
DY;Norwegian;Norwegian;MCD-MD83;McDonnell Douglas MD-83;Norwegian;22
PA;Pan Am;Pan Am;AIB-A300-B4;Airbus A300B4;Panam;4
PA;Pan Am;Pan Am;AIB-A310-200;Airbus A310-200;Panam;5
PA;Pan Am;Pan Am;AIB-A310-300;Airbus A310-300;Panam;6
PA;Pan Am;Pan Am Express;ATR42-300;ATR 42-300;Panam;7
PA;Pan Am;Pan Am;BOE-314;Boeing 314 Clipper (Pan Am);Panam;8
PA;Pan Am;Pan Am;BOE-377;Boeing 377 Stratocruiser;Panam;9
PA;Pan Am;Pan Am;BOE-707-300;Boeing 707-320;Panam;10
PA;Pan Am;Pan Am;BOE-720;Boeing 720;Panam;11
PA;Pan Am;Pan Am;BOE-727-200;Boeing 727-200;Panam;12
PA;Pan Am;Pan Am;BOE-737-200;Boeing 737-200;Panam;13
PA;Pan Am;Pan Am;BOE-737-400;Boeing 737-400;Panam;14
PA;Pan Am;Pan Am;BOE-747-100;Boeing 747-100;Panam;15
PA;Pan Am;Pan Am;BOE-747-100;Boeing 747-100;Panam;16
PA;Pan Am;Pan Am;BOE-747-100SF;Boeing 747-123 Special Freighter;Panam;17
PA;Pan Am;Pan Am;BOE-747-200;Boeing 747-200;Panam;18
PA;Pan Am;Pan Am;BOE-747-SP;Boeing 747SP;Panam;19
PA;Pan Am;Pan Am;BAE-Jetstream-32;British Aerospace Jetstream 32	;Panam;20
PA;Pan Am;Pan Am;CON-CV240;Convair CV-240 Convairliner;Panam;21
PA;Pan Am;Pan Am;CUR-C46;Curtiss-Wright C-46 Commando;Panam;22
PA;Pan Am;Pan Am;DHC-DHC6;De Havilland Canada DHC-6-200 Twin Otter;Panam;23
PA;Pan Am;Pan Am;DHC-DHC7;De Havilland Canada DHC-7-100	;Panam;24
PA;Pan Am;Pan Am;DOU-DC3;Douglas DC-3;Panam;25
PA;Pan Am;Pan Am;DOU-DC4;Douglas DC-4;Panam;26
PA;Pan Am;Pan Am;DOU-DC4;Douglas DC-4;Panam;27
PA;Pan Am;Pan Am;DOU-DC6;Douglas DC-6B;Panam;28
PA;Pan Am;Pan Am;DOU-DC7-C;Douglas DC-7C;Panam;29
PA;Pan Am;Pan Am;DOU-DC8-30;Douglas DC-8-30;Panam;30
PA;Pan Am;Pan Am;DOU-DC8-62;Douglas DC-8-62;Panam;31
PA;Pan Am;Pan Am;LOC-L049;Lockheed L-049 Constallation;Panam;32
PA;Pan Am;Pan Am;LOC-L749;Lockheed L-749;Panam;33
PA;Pan Am;Pan Am;LOC-L1011-500;Lockheed L-1011 TriStar 500;Panam;34
PA;Pan Am;Pan Am;MCD-DC10-10;McDonnell Douglas DC-10-10;Panam;35
PA;Pan Am;Pan Am;MCD-DC10-30;McDonnell Douglas DC-10-30;Panam;36
PA;Pan Am;Pan Am;SUD-Concorde;Sud Aviation/BAC Concorde;Panam;37
SK;SAS;SAS;AIB-A300-B2;Airbus A300B2;SAS;4
SK;SAS;SAS;AIB-A300-B4;Airbus A300B4;SAS;5
SK;SAS;SAS;AIB-A319;Airbus A319-100;SAS;6
SK;SAS;SAS;AIB-A320-200;Airbus A320-200;SAS;7
SK;SAS;SAS;AIB-A320-neo;Airbus A320neo;SAS;8
SK;SAS;SAS;AIB-A321-200;Airbus A321-200;SAS;9
SK;SAS;SAS;AIB-A321-neo;Airbus A321neo;SAS;10
SK;SAS;SAS;AIB-A330-300;Airbus A330-300;SAS;11
SK;SAS;SAS;AIB-A340-300;Airbus A340-300;SAS;12
SK;SAS;SAS;AIB-A350-900;Airbus A350-900;SAS;13
SK;SAS;SAS;ATR42-600;ATR 42;SAS;14
SK;SAS;SAS;ATR72-600;ATR 72;SAS;15
SK;SAS;SAS;BAC-111-300;BAC 1-11 Series 300;SAS;16
SK;SAS;SAS;BOE-717-200;Boeing 717-200;SAS;17
SK;SAS;SAS;BOE-737-400;Boeing 737-400;SAS;18
SK;SAS;SAS;BOE-737-500;Boeing 737-500;SAS;19
SK;SAS;SAS;BOE-737-600;Boeing 737-600;SAS;20
SK;SAS;SAS;BOE-737-700-WL;Boeing 737-700 (Winglets);SAS;21
SK;SAS;SAS;BOE-737-800;Boeing 737-800;SAS;22
SK;SAS;SAS;BOE-737-800-WL;Boeing 737-800 (Winglets);SAS;23
SK;SAS;SAS;BOE-747-100;Boeing 747-100;SAS;24
SK;SAS;SAS;BOE-747-200;Boeing 747-200;SAS;25
SK;SAS;SAS;BOE-767-200;Boeing 767-200;SAS;26
SK;SAS;SAS;BOE-767-300;Boeing 767-300;SAS;27
SK;SAS;SAS;BOM-CRJ200;Bombardier CRJ-200;SAS;28
SK;SAS;SAS;BOM-CRJ900;Bombardier CRJ-900;SAS;29
SK;SAS;SAS;BOM-CRJ1000;Bombardier CRJ-1000;SAS;30
SK;SAS;SAS;BAE-146-100;British Aerospace 146-100;SAS;31
SK;SAS;SAS;BAE-146-200;British Aerospace 146-200;SAS;32
SK;SAS;SAS;BAE-146-300;British Aerospace 146-300;SAS;33
SK;SAS;SAS;CON-CV990;Convair CV-990 Coronado;SAS;34
SK;SAS;SAS;DHC-DHC6;De Havilland Canada DHC-6-300 Twin Otter;SAS;35
SK;SAS;SAS;DHC-DHC8-400;De Havilland Canada DHC-8-400;SAS;36
SK;SAS;SAS;DOU-DC8-30;Douglas DC-8-30;SAS;37
SK;SAS;SAS;DOU-DC8-50;Douglas DC-8-55;SAS;38
SK;SAS;SAS;DOU-DC8-62;Douglas DC-8-60/70;SAS;39
SK;SAS;SAS;FOK-F28;Fokker 28 Fellowship;SAS;40
SK;SAS;SAS;FOK-F50;Fokker 50;SAS;41
SK;SAS;SAS;MCD-DC9-20;McDonnell Douglas DC-9-20;SAS;42
SK;SAS;SAS;MCD-DC9-30;McDonnell Douglas DC-9-30;SAS;43
SK;SAS;SAS;MCD-DC9-40;McDonnell Douglas DC-9-40;SAS;44
SK;SAS;SAS;MCD-DC9-50;McDonnell Douglas DC-9-50;SAS;45
SK;SAS;SAS;MCD-DC10-30;McDonnell Douglas DC-10-30;SAS;46
SK;SAS;SAS;MCD-MD81;McDonnell Douglas MD-81;SAS;47
SK;SAS;SAS;MCD-MD82;McDonnell Douglas MD-82;SAS;48
SK;SAS;SAS;MCD-MD83;McDonnell Douglas MD-83;SAS;49
SK;SAS;SAS;MCD-MD87;McDonnell Douglas MD-87;SAS;50
SK;SAS;SAS;MCD-MD90;McDonnell Douglas MD-90;SAS;51
SK;SAS;SAS;SAB-2000;Saab 2000;SAS;52
SK;SAS;SAS;SAB-340;Saab 340;SAS;53
TP;TAP;TAP;AIB-A310-300;Airbus A310-300;TAP;4
TP;TAP;TAP;AIB-A319;Airbus A319-100;TAP;5
TP;TAP;TAP;AIB-A320-200;Airbus A320-200;TAP;6
TP;TAP;TAP;AIB-A320-neo;Airbus A320neo;TAP;7
TP;TAP;TAP;AIB-A321-200;Airbus A321-200;TAP;8
TP;TAP;TAP;AIB-A321-neo;Airbus A321neo;TAP;9
TP;TAP;TAP Air Cargo;AIB-A330-200;Airbus A330-200;TAP;10
TP;TAP;TAP;AIB-A330-300;Airbus A330-300;TAP;11
TP;TAP;TAP;AIB-A330-900neo;Airbus A330-900;TAP;12
TP;TAP;TAP;AIB-A340-300;Airbus A340-300;TAP;13
TP;TAP;TAP;ATR72-600;ATR 72;TAP;14
TP;TAP;TAP;BOE-737-200;Boeing 737-200;TAP;15
TP;TAP;TAP;BOE-737-300;Boeing 737-300;TAP;16
TP;TAP;TAP;BOE-747-200;Boeing 747-200;TAP;17
TP;TAP;TAP;DHC-DHC6;De Havilland Canada DHC-6-300 Twin Otter;TAP;18
TP;TAP;TAP;EMB-E190;Embraer ERJ-190;TAP;19
TP;TAP;TAP;EMB-E195;Embraer ERJ-195;TAP;20
TP;TAP;TAP;LOC-L1011-500;Lockheed L-1011 TriStar 500;TAP;21
US;USAF;United States Air Force;BOE-747-VC25A;Boeing VC-25A;USAF;4
US;USAF;United States Air Force;BOE-747-VC25B;Boeing VC-25B;USAF;5
US;USAF;United States Air Force;DOU-VC118A;Douglas VC-118A;USAF;6
US;USAF;United States Air Force;BOE-747-E4B;Boeing E-4B;USAF;7
US;USAF;United States Air Force;BOE-757-C32A;Boeing C-32A;USAF;8
US;USAF;United States Air Force;LOC-C5B;Lockheed C-5B Galaxy;USAF;9
US;USAF;United States Navy;LOC-RP3D;Lockheed RP-3D Orion;USAF;10
US;USAF;United States Air Force;CSA-PBY5;Consolidated PBY-5 Catalina;USAF;11
US;USAF;United States Air Force;DOU-C47;Douglas C-47 Skytrain;USAF;12
US;USAF;United States Air Force;BOE-747-YAL1;Boeing YAL-1 Airborne Laser;USAF;13
US;USAF;United States Navy;BOE-737-C40A;Boeing C-40A Clipper;USAF;14
US;USAF;United States Army;BOE-767-AOA;Boeing 767-200 Airborne Optical Adjunct;USAF;15
US;USAF;United States Air Force;BOE-VC137C;Boeing VC-137C Stratoliner;USAF;16
US;USAF;United States Air Force;BOE-C17A;Boeing C-17A Globemaster III;USAF;17
US;USAF;United States Air Force;BOE-KC135D;Boeing KC-135D Stratotanker;USAF;18
US;USAF;United States Air Force;LOC-C130H;Lockheed C-130H Hercules;USAF;19
WF;Wideroe;Wideroe;DHC-DHC6;De Havilland Canada DHC-6-200 Twin Otter;Wideroe;4
WF;Wideroe;Wideroe;DHC-DHC7;De Havilland Canada DHC-7-100;Wideroe;5
WF;Wideroe;Widerøe;DHC-DHC8-100;De Havilland Canada DHC-8-100;Wideroe;6
WF;Wideroe;Wideroe;DHC-DHC8-200;De Havilland Canada DHC-8-200;Wideroe;7
WF;Wideroe;Wideroe;DHC-DHC8-300;De Havilland Canada DHC-8-300;Wideroe;8
WF;Wideroe;Widerøe;DHC-DHC8-400;De Havilland Canada DHC-8-400;Wideroe;9
WF;Wideroe;Widerøe;EMB-E195E2;Embraer E190-E2;Wideroe;10
WF;Wideroe;Wideroe;EMB-EMB120;Embraer EMB-120 Brasilia;Wideroe;11
SO;Sonstige Airlines;Airbus Beluga Transport;AIB-A300-600ST;Airbus A300B4-600ST;Sonstige;5
SO;Sonstige Airlines;Airbus Beluga Transport;AIB-A330-743L;Airbus 330 Beluga XL;Sonstige;6
SO;Sonstige Airlines;Airbus Transport International;ASP-B377SGT;Boeing B-377SGT-201 Super Guppy;Sonstige;7
SO;Sonstige Airlines;Aeroflot - Russian Airlines;ANT-AN32;Antonov AN-32;Sonstige;8
SO;Sonstige Airlines;Antonov Airlines;ANT-An225;Antonov AN-225 Mriya;Sonstige;9
SO;Sonstige Airlines;Luftwaffe (German Air Force);TRA-C160;Transall C-160;Sonstige;10
SO;Sonstige Airlines;NATO;AIB-A330-MRTT;Airbus A330 MRTT;Sonstige;11
SO;Sonstige Airlines;Ansett Airlines;LOC-L188A-F;Lockheed L-188A(F) Electra;Sonstige;12
SO;Sonstige Airlines;Volga-Dnepr;ANT-An124;Antonov An-124-100 Ruslan;Sonstige;13
SO;Sonstige Airlines;German Cargo;BOE-707-300C;Boeing 707-330C;Sonstige;20
SO;Sonstige Airlines;Schweizer Luftwaffe (Swiss Air Force);JUN-JU52-3M;Junkers JU-52;Sonstige;21
SO;Sonstige Airlines;Arkia - Israeli Airlines;VIC-Viscount-800;Vickers Viscount 800;Sonstige;22
SO;Sonstige Airlines;Air Belgium;AIB-A330-900neo;Airbus A330-900neo;Sonstige;23
SO;Sonstige Airlines;Virgin Orbit;BOE-747-400-VO;Boeing 747-400 LauncherOne Carrier Aircraft;Sonstige;24
SO;Sonstige Airlines;COMAC;COM-C919-100;Comac C919-100;Sonstige;25
SO;Sonstige Airlines;Aeronautica Militare (Italian Air Force);AIB-A340-500;Airbus A340-500;Sonstige;26
SO;Sonstige Airlines;Germanwings;AIB-A319;Airbus A319;Sonstige;27
SO;Sonstige Airlines;Boeing;BOE-2707;Boeing 2707 SST;Sonstige;28
SO;Sonstige Airlines;Aeroflot - Russian Airlines;ILY-Il62M;Ilyushin Il-62M;Sonstige;29
SO;Sonstige Airlines;NASA;ROC-OV102;Space Shuttle Orbiter Columbia;Sonstige;34
SO;Sonstige Airlines;Buran Space Shuttle;BUR-OK1K1;Buran Space Orbiter OK-1K1;Sonstige;35
SO;Sonstige Airlines;Virgin Galactic;SCA-SS2;SpaceShipTwo;Sonstige;36
SO;Sonstige Airlines;NASA;BOE-747-SCA;Boeing 747 Shuttle Carrier Aircraft;Sonstige;37
SM;Sondermaße;Austrian;VIC-Viscount-700;Vickers Viscount 779;Sondermaß;4
SM;Sondermaße;Pan Am;BOE-314;Boeing 314 Clipper;Sondermaß;5
SM;Sondermaße;Lufthansa;DOR-DOX;Dornier Do X;Sondermaß;6
