model_id;manufacturer;airline_code;airline;airline_row;aircraft_id;aircraft_type;registration;livery;parent_livery;Zusatzinfo;aircraft_name;livery_note;extra_info;model_extra;special_note;Shop;Shop_url;Preis;Versandkosten;Eigenfluege;Postkarte;postkarte_info;postkarte_url;Preis_Postkarte;Foto;logo_id;vorhanden;angekommen;bestellt_am;source_sheet;source_row
AB001;Dragon Wings;AB;Air Berlin;Air Berlin;AIB-A320-200;Airbus A320-200;D-ABDQ;;;;;;;;;Ebay philundines;https://www.ebay.de/itm/146906385605;15;1,9;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/10314-air-berlin-a320.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/10314-air-berlin-a320.html;1,35;https://www.planespotters.net/photo/172370/d-abdq-air-berlin-airbus-a320-214;AB_BER;Wahr;2025-11-03;;AirBerlin;6
ORD-AB-7;Herpa Wings;AB;Air Berlin;Air Berlin;AIB-A320-200;Airbus A320-200;D-ABDA;;;;;;;;;Ebay bigbird1946;https://www.ebay.de/itm/336436876123;10,5;2,76;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/10528-air-berlin-a320.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/10528-air-berlin-a320.html;1,35;https://www.planespotters.net/photo/1232122/d-abda-air-berlin-airbus-a320-214;AB_BER;Falsch;;2026-02-22;AirBerlin;7
AB003;Herpa Wings;AB;Air Berlin;Air Berlin;BOE-737-800-WL;Boeing 737-800 (Winglets);D-ABAF;;;;;;;;;Ebay krysset_4;https://www.ebay.de/itm/326941696366;17;5,42;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/2654-air-berlin-b737.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/2654-air-berlin-b737.html;0,85;https://www.planespotters.net/photo/330892/d-abaf-air-berlin-boeing-737-86j-wl;AB_BER;Wahr;2026-01-23;;AirBerlin;19
AB002;JC Wings;AB;Air Berlin;Air Berlin;BOE-757-200;Boeing 757-200;HB-IHR;;;;;;;;;MW-Moba;https://mw-moba.de/Produkt/boeing-757-200-air-berlin-hb-ihr-jc-wings-lh4091-1400/;28;0,61;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/10342-air-berlin-b757.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/10342-air-berlin-b757.html;1,35;https://www.planespotters.net/photo/079624/hb-ihr-air-berlin-boeing-757-2g5;AB_BER;Wahr;2025-12-06;;AirBerlin;20
AF001;Herpa Wings;AF;Air France;Air France;AIB-A318;Airbus A318-100;F-GUGD;;;;;;;;;MW-Moba;https://mw-moba.de/Produkt/airbus-a318-air-france-f-gugd-herpa-562232-1400/;35;0,77;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/5649-air-france-a318.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/5649-air-france-a318.html;0,85;https://www.planespotters.net/photo/930200/f-gugd-air-france-airbus-a318-111;AF_AFR;Wahr;2025-12-06;;AirFrance;11
AF002;Herpa Wings;AF;Air France;Air France;BOE-777-300ER;Boeing 777-300ER;F-GSQB;;;;;;;;;MW-Moba;https://mw-moba.de/Produkt/boeing-777-300er-air-france-f-gsqb-herpa-561259-1400/;26,94;1,38;Sammelrg.;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/31131-Air-France-B777.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/31131-Air-France-B777.html;1,35;https://www.planespotters.net/photo/057372/f-gsqb-air-france-boeing-777-328er;AF_AFR;Wahr;2026-01-15;;AirFrance;34
AF003;Herpa Wings;AF;Air France;Air France HOP;EMB-E170;Embraer ERJ-170;F-HBXE;;;L:Hop! for Air France;;Hop! for Air France;;;;MW-Moba;https://mw-moba.de/Produkt/embraer-e170-hop-for-air-france-f-hbxe-herpa-562621-1400/;32,5;1,13;Sammelrg.;U:https://jjpostcards.com/de/ansichtskarten/32999-regional-airl-hop-embraer-170.html;;https://jjpostcards.com/de/ansichtskarten/32999-regional-airl-hop-embraer-170.html;1,05;https://www.planespotters.net/photo/1444982/f-hbxe-hop-embraer-erj-170std-erj-170-100;A5_HOP;Wahr;2026-01-15;;AirFrance;53
AZ002;Gemini Jets;AZ;Alitalia;Alitalia;AIB-A330-200-SL;Airbus A330-200 (Sharklets);EI-EJG;;;N:Raffaelo Sanzio;Raffaelo Sanzio;;;;;Ebay bigbird1946;https://www.ebay.de/itm/336405838642;15,5;2,07;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/9829-alitalia-a330.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/9829-alitalia-a330.html;1,35;https://www.planespotters.net/photo/408884/ei-ejg-alitalia-compagnia-aerea-italiana-airbus-a330-202;AZ_AZA;Wahr;2026-02-13;;Alitalia;9
AZ003;Gemini Jets;AZ;Alitalia;Alitalia;BOE-777-200ER;Boeing 777-200ER Extended Range;I-DISA;;;N:Taormina;Taormina;;;;;Ebay bigbird1946;https://www.ebay.de/itm/336412108496;16,01;2,14;;U:https://jjpostcards.com/de/ansichtskarten/10015-alitalia-b777.html;;https://jjpostcards.com/de/ansichtskarten/10015-alitalia-b777.html;1,35;https://www.jetphotos.com/photo/7936576;AZ_AZA;Wahr;2026-02-13;;Alitalia;15
AZ001;Gemini Jets;AZ;Alitalia;Alitalia;DOU-DC8-40;Douglas DC-8-40;I-DIWA;;;;;;;;;Kleinanzeigen Matthias Kock;;30;;;U:https://jjpostcards.com/de/ansichtskarten/37117-Alitalia-DC-8.html;;https://jjpostcards.com/de/ansichtskarten/37117-Alitalia-DC-8.html;1,35;https://www.azfleet.info/aerei/douglas-dc8/i-diwa;AZ_AZA;Wahr;;;Alitalia;16
BA001;Herpa Wings;BA;British Airways;British Airways;SUD-CONCORDE;Aérospatiale/BAC Concorde;G-BOAD;;;;;;;;;Kleinanzeigen Josef Voß;;15;3,2;;U:https://jjpostcards.com/de/ansichtskarten/3021-british-airways-concorde.html;;https://jjpostcards.com/de/ansichtskarten/3021-british-airways-concorde.html;1,35;https://www.planespotters.net/photo/1658048/g-boad-british-airways-aerospatiale-bac-concorde-102;BA_BAW;Wahr;;;BA;15
BA006;Aeroclassics;BA;British Airways;British Airways;BAC-111-400;BAC 1-11 Series 400;G-AVOE;;;;;;;;;MW-Moba;https://mw-moba.de/Produkt/bac-111-one-eleven-british-airways-g-avoe-aeroclassics-1400/;36,89;1,55;Sammelrg.;;;;;https://abpic.co.uk/pictures/view/1178552;BA_BAW;Wahr;2026-01-15;;BA;16
BA004;Gemini Jets;BA;British Airways;British Airways;BOE-787-8;Boeing 787-8 Dreamliner;G-ZBJG;;;;;;;;;MW-Moba;https://mw-moba.de/Produkt/boeing-787-8-british-airways-g-zbjg-gemini-jets-gjbaw2107-1400/;30;0,66;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/26711-british-airways-b787.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/26711-british-airways-b787.html;1,35;https://www.planespotters.net/photo/1513102/g-zbjg-british-airways-boeing-787-8-dreamliner;BA_BAW;Wahr;2025-12-06;;BA;36
BA005;Gemini Jets;BA;British Airways;British Airways;BAE-146-200;British Aerospace 146-200;G-GNTZ;;;;;;;;;MW-Moba;https://mw-moba.de/Produkt/bae-146-rj-85-british-airways-g-gntz-gemini-jets-gjbaw678-1400/;40;0,88;;I:andere Bemalung | U:https://jjpostcards.com/de/ansichtskarten/15009-british-regionalba-expr-146.html;andere Bemalung;https://jjpostcards.com/de/ansichtskarten/15009-british-regionalba-expr-146.html;0,85;https://abpic.co.uk/pictures/view/1732136;BA_BAW;Wahr;2025-12-06;;BA;42
BA009;Gemini Jets;BA;British Airways;BEA;HAW-Trident-2;Hawker Siddeley HS-121 Trident 2;G-AVFB;;;I:BEA;;;BEA;;;Kleinanzeigen Micha;https://www.kleinanzeigen.de/s-anzeige/flugzeugmodell-bea-british-european-trident-gemini-jets-1-400/3301263814-234-9047;35,85;4,7;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/29580-bea-trident-boac-vc-10.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/29580-bea-trident-boac-vc-10.html;1,35;https://www.jetphotos.com/photo/11185579;BE_BEA;Wahr;2026-01-27;;BA;64
BA007;Gemini Jets;BA;British Airways;BEA;HAW-Trident-3;Hawker Siddeley HS-121 Trident 3;G-AWZN;;;I:BEA;;;BEA;;;MW-Moba;https://mw-moba.de/produkt/hawker-siddeley-hs121-trident-2e-bea-g-avff-gemini-jets-gjbea751-1400/;32,75;1,38;Sammelrg.;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/1952-bea-trident.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/1952-bea-trident.html;0,85;https://www.airteamimages.com/hawker-siddeley-trident_g-awzn_bea-british-european-airways_40653;BE_BEA;Wahr;2026-01-15;;BA;65
BA008;Gemini Jets;BA;British Airways;British Airways;MCD-DC10-30;McDonnell Douglas DC-10-30;G-BEBM;;;N:Sherwood Forest;Sherwood Forest;;;;;Ebay Kontorbuer;https://www.ebay.de/itm/257315911323;29;3,14;;U:https://jjpostcards.com/de/ansichtskarten/9368-british-airways-dc-10.html;;https://jjpostcards.com/de/ansichtskarten/9368-british-airways-dc-10.html;1,85;https://www.airhistory.net/photo/747410/G-BEBM;BA_BAW;Wahr;2026-01-27;;BA;68
BA003;Gemini Jets;BA;British Airways;British Airways;SAB-340;Saab 340;G-LGNB;;;I:Loganair;;;Loganair;;;MW-Moba;https://mw-moba.de/Produkt/saab-340b-british-airways-loganair-g-lgnb-gemini-jets-gjlog1116-1400/;50;1,23;;x;x;;;https://www.planespotters.net/photo/166233/g-lgnb-british-airways-saab-340b;BA_BAW;Wahr;2025-11-12;;BA;69
BA002;JC Wings;BA;British Airways;British Airways;SHO-360;Shorts 360;G-BNYI;;;;;;;;;Ebay Littleworth Models;https://www.ebay.de/itm/157409674233;59,19;21,68;;I:andere Bemalung, andere Kennung | U:https://jjpostcards.com/de/?airline=british-airways&flugzeugtyp=short-360;andere Bemalung, andere Kennung;https://jjpostcards.com/de/?airline=british-airways&flugzeugtyp=short-360;0,85;https://www.airhistory.net/photo/697193/G-BNYI;BA_BAW;Wahr;2025-11-10;;BA;71
ORD-BOA-11;Gemini Jets;BOA;BOAC;BOAC;BOE-747-100;Boeing 747-100;G-AWNB;;;;;;;;;Ebay bigbird1946;https://www.ebay.de/itm/336432349675;23,5;6,18;;I:andere Kennung, nicht exakte Beschriftung | U:https://jjpostcards.com/de/ansichtskarten/25719-british-airways-b747.html;andere Kennung, nicht exakte Beschriftung;https://jjpostcards.com/de/ansichtskarten/25719-british-airways-b747.html;1,35;https://www.airhistory.net/photo/338505/G-AWNB;BA_BOA;Falsch;;2026-02-22;BOAC;11
BOA001;Gemini Jets;BOA;BOAC;BOAC;BRI-Britannia-312;Bristol 175 Britannia 312;G-AOVK;;;;;;;;;MW-MOBA;https://mw-moba.de/Produkt/bristol-britannia-series-310-boac-g-aovk-gemini-jets-gjboa131-1400/;44,5;1,16;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/26125-boac-britannia.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/26125-boac-britannia.html;1,35;https://www.airhistory.net/photo/12485/G-AOVK;BA_BOA;Wahr;2025-08-20;;BOAC;12
BOA002;Gemini Jets;BOA;BOAC;BOAC;VIC-VC10-SUPER;BAC Vickers VC-10 Super;G-ASGH;;;;;;;;;MW-MOBA;https://mw-moba.de/Produkt/vickers-super-vc10-boac-g-asgh-gemini-jets-gjbaw657-1400/;44,5;1,16;;U:https://jjpostcards.com/de/ansichtskarten/26130-boac-vc-10.html;;https://jjpostcards.com/de/ansichtskarten/26130-boac-vc-10.html;1,35;https://www.airhistory.net/photo/574510/G-ASGH;BA_BOA;Wahr;2025-08-20;;BOAC;19
HF003;Aeroclassics;HF;Hapag-Lloyd;Hapag-Lloyd;AIB-A300-B4;Airbus A300B4;D-AHLA;;;;;;;;;MW-Moba;https://mw-moba.de/Produkt/airbus-a300-hapag-lloyd-d-ahla-aeroclassics-1400/;32,75;1,38;Sammelrg.;I:gleiche Kennung, andere Livery | U:https://jjpostcards.com/de/ansichtskarten/2610-african-safari-asa-a310.html;gleiche Kennung, andere Livery;https://jjpostcards.com/de/ansichtskarten/2610-african-safari-asa-a310.html;0,85;https://www.planespotters.net/photo/1021183/d-ahla-hapag-lloyd-airbus-a310-304;HF_HLF;Wahr;2026-01-15;;HapagLloyd;4
HF002;Gemini Jets;HF;Hapag-Lloyd;Hapag-Lloyd Express;BOE-737-700;Boeing 737-700;D-AGEP;;;I:Hapag-Lloyd Express;;;Hapag-Lloyd Express;;;MW-Moba;https://mw-moba.de/Produkt/boeing-737-700-hapag-lloyd-express-d-agep-gemini-jets-3557457-1400/;15;0,33;;U:https://jjpostcards.com/de/ansichtskarten/4323-hapag-lloyd-express-b737.html;;https://jjpostcards.com/de/ansichtskarten/4323-hapag-lloyd-express-b737.html;1,05;https://www.planespotters.net/photo/728271/d-agep-hapag-lloyd-express-boeing-737-75b;X3_HLX;Wahr;;;HapagLloyd;11
HF001;Herpa Wings;HF;Hapag-Lloyd;Hapag-Lloyd;BOE-737-800;Boeing 737-800;D-AHFC;;;;;;;;;Kleinanzeigen Josef Voß;;10;6;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/21554-hapag-lloyd-b737.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/21554-hapag-lloyd-b737.html;0,85;https://www.planespotters.net/photo/1079811/d-ahfc-hapag-lloyd-boeing-737-8k5;HF_HLF;Wahr;2025-10-23;;HapagLloyd;12
HF004;Gemini Jets;HF;Hapag-Lloyd;Hapag-Lloyd;BOE-737-800-WL;Boeing 737-800 (Winglets);D-AHFF;;;;;;;;;Ebay Kontorbuer;https://www.ebay.de/itm/257315911324;13;1,41;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/20829-hapag-lloyd-b737.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/20829-hapag-lloyd-b737.html;0,85;https://www.jetphotos.com/photo/33534;HF_HLF;Wahr;2026-01-27;;HapagLloyd;13
FI001;NG Models;FI;Icelandair;Icelandair;BOE-757-200-WL;Boeing 757-200 (Winglets);TF-ISF;;;N:Laki;Laki;;;;;Kleinanzeigen.de;;99;;x;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/11263-icelandair-b757.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/11263-icelandair-b757.html;1,35;https://www.planespotters.net/photo/1123788/tf-isf-icelandair-boeing-757-223-wl;FI_ICE;Wahr;;;Icelandair;11
KL005;Aeroclassics;KL;KLM;KLM;BAC-111-300;BAC 1-11 Series 300;G-ATPJ;;;;;;;;;Ebay Felindre Diecast;https://www.ebay.de/itm/297670868491;50,66;9,25;;U:https://jjpostcards.com/de/ansichtskarten/8395-klm-bac-1-11.html;;https://jjpostcards.com/de/ansichtskarten/8395-klm-bac-1-11.html;1,35;https://www.jetphotos.com/photo/7018562;KL_KLM;Wahr;2025-10-23;;KLM;10
KL003;Herpa Wings;KL;KLM;KLM Asia;BOE-747-400;Boeing 747-400;PH-BFH;;;I:KLM Asia | N:City of Hongkong;City of Hongkong;;KLM Asia;;;Kleinanzeigen Josef Voß;;20;2,93;;U:https://jjpostcards.com/de/ansichtskarten/4271-klm-asia-b747.html;;https://jjpostcards.com/de/ansichtskarten/4271-klm-asia-b747.html;1,05;https://www.jetphotos.com/photo/10064531;KL_ASI;Wahr;2025-06-23;;KLM;22
KL009;Dragon Wings;KL;KLM;KLM;BOE-767-300ER;Boeing 767-300ER Extended Range;PH-BZJ;;;;;;;;;MW-Moba;https://mw-moba.de/Produkt/boeing-767-300-klm-royal-dutch-airlines-ph-bzj-dragon-wings-55621-1400/;34,5;1,2;Sammelrg.;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/6676-klm-b767.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/6676-klm-b767.html;0,85;https://www.planespotters.net/photo/031433/ph-bzi-klm-royal-dutch-airlines-boeing-767-306er;KL_KLM;Wahr;2026-01-15;;KLM;23
KL007;Aeroclassics;KL;KLM;KLM;DOU-DC7-C;Douglas DC-7C Seven Seas;PH-DSG;;;N:Adriatic Sea;Adriatic Sea;;;;;Ebay Felindre Diecast;https://www.ebay.de/itm/376626642808;68,49;9,09;;U:https://jjpostcards.com/de/ansichtskarten/23832-klm-dc-7.html;;https://jjpostcards.com/de/ansichtskarten/23832-klm-dc-7.html;1,05;https://www.airhistory.net/photo/730187/PH-DSG;KL_KLM;Wahr;2025-10-30;;KLM;35
KL001;Sky Jets;KL;KLM;KLM;DOU-DC8-50;Douglas DC-8-53;PH-DCI;;;N:Sir Isaac Newton;Sir Isaac Newton;;;;;Marktplaats: TOGAflex;;45;2,33;;I:andere Livery+Kennung | U:https://jjpostcards.com/de/ansichtskarten/22826-klm-dc-8.html;andere Livery+Kennung;https://jjpostcards.com/de/ansichtskarten/22826-klm-dc-8.html;0,85;https://abpic.co.uk/pictures/view/1036468;KL_KLM;Wahr;2025-06-03;;KLM;37
KL008;Aeroclassics;KL;KLM;KLM;DOU-DC8-63;Douglas DC-8-63;PH-DEF;;;N:Henry Hudson;Henry Hudson;;;;;Ebay DiecastAirplaneTreasuryTrove;https://www.ebay.de/itm/136597425675?_skw=klm&itmmeta=01K8N1RV4VWDRHQ1Y0GJ58SS7H&hash=item1fcdd74e0b:g:RPMAAeSwCdVoTlyY;110,07;52,69;ZOLL!;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/11012-klm-dc-8.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/11012-klm-dc-8.html;1,35;https://abpic.co.uk/pictures/view/1947917;KL_KLM;Wahr;2025-11-14;;KLM;38
KL004;JetEx;KL;KLM;KLM;LOC-L188;Lockheed L-188 Electra;PH-LLD;;;;;;;;;Ebay 4booksubid;https://www.ebay.de/sch/i.html?item=376312332478&rt=nc&_trksid=p4429486.m3561.l161211&_ssn=4booksubid;30,68;18,34;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/36983-KLM-Electra.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/36983-KLM-Electra.html;1,35;https://www.planespotters.net/photo/816528/ph-lld-klm-royal-dutch-airlines-lockheed-l-188c-electra;KL_KLM;Wahr;2025-07-14;;KLM;41
KL006;Gemini Jets;KL;KLM;KLM;MCD-DC10-30;McDonnell Douglas DC-10-30;PH-DTA;;;N:Johann Sebastian Bach;Johann Sebastian Bach;;;;;Kleinanzeigen Josef Voß;https://www.kleinanzeigen.de/s-anzeige/schuco-starjets-und-gemini-jets-konvolut-1-400-1-500/3214030289-234-1362;15;9;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/10787-klm-dc-10.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/10787-klm-dc-10.html;1,35;https://www.planespotters.net/photo/681419/ph-dta-klm-royal-dutch-airlines-mcdonnell-douglas-dc-10-30;KL_KLM;Wahr;2025-10-23;;KLM;44
KL002;Phoenix;KL;KLM;KLM;MCD-MD11;McDonnell Douglas MD-11;PH-KCA;;;N:Amy Johnson;Amy Johnson;;;;;Marktplaats: TOGAflex;;40;2,07;;U:https://jjpostcards.com/de/ansichtskarten/9670-klm-md-11.html;;https://jjpostcards.com/de/ansichtskarten/9670-klm-md-11.html;0,85;https://www.planespotters.net/photo/1412141/ph-kca-klm-royal-dutch-airlines-mcdonnell-douglas-md-11;KL_KLM;Wahr;2025-06-03;;KLM;45
WA001;JC Wings;WA;KLM Cityhopper;KLM exel;ATR-ATR42-300;ATR 42-320;PH-XLD;;;I:KLM exel;;;KLM exel;;;Marktplaats: TOGAflex;;25;1,3;;-;-;;;https://www.planespotters.net/photo/1135487/ph-xld-klm-exel-atr-42-320;KL_EXE;Wahr;2025-06-03;;KLM_CH;4
WA004;JC Wings;WA;KLM Cityhopper;KLM exel;ATR-ATR72-200;ATR 72-200;PH-XLH;;;I:KLM exel;;;KLM exel;;;Ebay Models Shop;https://www.ebay.de/itm/277036315286;34,39;10,47;;I:andere Bez. KLM UK | U:https://jjpostcards.com/de/ansichtskarten/2399-klm-uk-atr-72.html;andere Bez. KLM UK;https://jjpostcards.com/de/ansichtskarten/2399-klm-uk-atr-72.html;0,85;https://cdn.jetphotos.com/full/2/25827_1067672094.jpg;KL_EXE;Wahr;2026-01-28;;KLM_CH;5
WA002;JC Wings;WA;KLM Cityhopper;KLM exel;EMB-ERJ145;Embraer ERJ-145MP;PH-RXA;;;I:KLM exel;;;KLM exel;;;Marktplaats: TOGAflex;;25;1,3;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/4404-klm-exel-erj-145.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/4404-klm-exel-erj-145.html;1,05;https://www.planespotters.net/photo/1181886/ph-rxa-klm-exel-embraer-erj-145mp;KL_EXE;Wahr;2025-06-03;;KLM_CH;6
WA003;Gemini Jets;WA;KLM Cityhopper;KLM Cityhopper;EMB-E195E2;Embraer E195-E2;PH-NXE;;;I:KLM Cityhopper;;;KLM Cityhopper;;;flight-shop.de/;https://www.flight-shop.de/modelle/geminijets/scale-1400/11784/geminijets-embraer-e195-e2-klm-royal-dutch-ph-nx3-1-400-modellflugzeug?srsltid=AfmBOorHTKyWreFQRtGAn-iFemA-bxLMhEW3CTNpBx-uvqkSzpp8ugku;45,32;5,1;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/42297-klm-cityhopper-embraer-190.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/42297-klm-cityhopper-embraer-190.html;1,35;https://www.planespotters.net/photo/1502669/ph-nxe-klm-cityhopper-embraer-e195-e2-erj-190-400-std;WA_KLC;Wahr;2025-06-26;;KLM_CH;10
NG003;Herpa Wings;NG;Lauda Air;Niki;AIB-A320-200;Airbus A320-200;OE-LEA;;;I:Niki;;;Niki;;;Ebay philundines;https://www.ebay.de/itm/146906254865;15;1,9;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/10051-niki-a320.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/10051-niki-a320.html;1,35;https://www.planespotters.net/photo/373434/oe-lea-niki-airbus-a320-214;HG_NLY;Wahr;2025-11-03;;LaudaAir;4
NG002;Herpa Wings;NG;Lauda Air;Lauda Air;BOE-737-600;Boeing 737-600;OE-LNM;LDA-2004-TIROL;LDA-1990-CLASSIC;I:Lauda Air | N:Innsbruck - Tirol |M:inkl. Gepäckwagen;Innsbruck - Tirol;;Lauda Air;inkl. Gepäckwagen;;Ebay philundines;https://www.ebay.de/itm/146906325011;20,5;2,6;;U:https://jjpostcards.com/de/ansichtskarten/11134-lauda-air-b737.html;;https://jjpostcards.com/de/ansichtskarten/11134-lauda-air-b737.html;1,35;https://www.planespotters.net/photo/1142071/oe-lnm-lauda-air-boeing-737-6z9;NG_LDA;Wahr;2025-11-03;;LaudaAir;10
NG001;Herpa Wings;NG;Lauda Air;Lauda Air;BOE-777-200;Boeing 777-200;OE-LPA;LDA-1990-CLASSIC;;I:Lauda Air;;;Lauda Air;;;Kleinanzeigen Josef Voss;;18;2,65;;U:https://jjpostcards.com/de/ansichtskarten/17670-lauda-air-b777.html;;https://jjpostcards.com/de/ansichtskarten/17670-lauda-air-b777.html;0,85;https://www.planespotters.net/photo/1012256/oe-lpa-lauda-air-boeing-777-2z9er;NG_LDA;Wahr;2025-06-23;;LaudaAir;16
PA019;Dragon Wings;PA;Pan Am;Pan Am;AIB-A300-B4;Airbus A300B4;N207PA;;;N:Clipper Panama;Clipper Panama;;;;;Ebay scr4plans7rwq;https://www.ebay.de/itm/116835984188;42,97;40,85;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/4679-pan-american-a300.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/4679-pan-american-a300.html;0,85;https://www.jetphotos.com/photo/10957009;PA_PAA;Wahr;2025-11-10;;Panam;4
PA008;Dragon Wings;PA;Pan Am;Pan Am;AIB-A310-300;Airbus A310-300;N818PA;;;N:Clipper Morning Star;Clipper Morning Star;;;;;Ebay waffle-collectibles;;21,92;46,78;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/9373-pan-american-a310.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/9373-pan-american-a310.html;0,85;https://www.airhistory.net/photo/481727/N818PA;PA_PAA;Wahr;2025-06-18;;Panam;6
ORD-PA-7;Gemini Jets;PA;Pan Am;Pan Am Express;ATR-ATR42-300;ATR-ATR42-300;N4201G;;;N:Clipper Commodore | I:Pan Am Express;Clipper Commodore;;Pan Am Express;;;Ebay Felindre Diecast;https://www.ebay.de/itm/297974470055;53,65;8,11;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/11626-pan-am-express-atr-42.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/11626-pan-am-express-atr-42.html;0,85;https://www.planepictures.net/v3/show_en.php?id=695003;RZ_PXX;Falsch;;2026-02-22;Panam;7
PA003;Dragon Wings;PA;Pan Am;Pan Am;BOE-377;Boeing 377 Stratocruiser;N1025V;;;N:Clipper America;Clipper America;;;;;https://www.modelwereld.eu/en/;https://www.modelwereld.eu/en/;39,95;21;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/28753-pan-american-boeing-377.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/28753-pan-american-boeing-377.html;1,35;https://silodrome.com/wp-content/uploads/2019/08/Pan-Am-Boeing-377-Stratocruiser.jpg;PA_PAA;Wahr;2025-05-08;;Panam;9
PA013;Dragon Wings;PA;Pan Am;Pan Am;BOE-707-320;Boeing 707-320;N412PA;;;N:Clipper Empress of the Skies;Clipper Empress of the Skies;;;;;Ebay arturkat;;26,49;34,11;;U:https://jjpostcards.com/de/ansichtskarten/3036-pan-american-b707.html;;https://jjpostcards.com/de/ansichtskarten/3036-pan-american-b707.html;1,35;https://abpic.co.uk/pictures/view/1646675;PA_PAA;Wahr;2025-07-09;;Panam;10
PA014;Aeroclassics;PA;Pan Am;Pan Am;BOE-720;Boeing 720;N783PA;;;N:Clipper Bonita;Clipper Bonita;;;;;Ebay Waffle Collection;;31,8;35,54;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/8633-pan-american-b720.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/8633-pan-american-b720.html;0,85;https://www.jetphotos.com/photo/5975740;PA_PAA;Wahr;2025-07-15;;Panam;11
PA004;Dragon Wings;PA;Pan Am;Pan Am;BOE-727-200;Boeing 727-200;N365PA;;;N:Clipper Portsmouth;Clipper Portsmouth;;;;;MW-Moba;https://mw-moba.de/Produkt/boeing-727-200-pan-am-n365pa-dragon-wings-55150-1400/;44,5;2,1;;U:https://jjpostcards.com/de/ansichtskarten/17786-pan-am-19968-b727.html;;https://jjpostcards.com/de/ansichtskarten/17786-pan-am-19968-b727.html;1,85;https://www.jetphotos.com/photo/9587;PA_PAA;Wahr;2025-05-14;;Panam;12
PA007;Gemini Jets;PA;Pan Am;Pan Am;BOE-737-200;Boeing 737-200;N67AF;;;N:Clipper Tempelhof;Clipper Tempelhof;;;;;Kleinanzeigen Hellmann;;35;5;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/37148-Pan-American-B737.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/37148-Pan-American-B737.html;1,35;https://www.planespotters.net/photo/1153892/n67af-pan-am-boeing-737-222;PA_PAA;Wahr;2025-06-10;;Panam;13
