model_id;manufacturer;airline_code;airline;airline_row;aircraft_id;aircraft_type;registration;livery;parent_livery;Zusatzinfo;aircraft_name;livery_note;extra_info;model_extra;special_note;Shop;Shop_url;Preis;Versandkosten;Eigenfluege;Postkarte;postkarte_info;postkarte_url;Preis_Postkarte;Foto;logo_id;vorhanden;angekommen;bestellt_am;source_sheet;source_row
LH009;Herpa Wings;LH;Lufthansa;Lufthansa;AIB-A300-B2;Airbus A300B2;D-AIAA;;;N:Garmisch-Patenkirchen;Garmisch-Patenkirchen;;;;;Kleinanzeigen Josef Voß;;17;5;;U:https://jjpostcards.com/de/ansichtskarten/22280-lufthansa-a300.html;;https://jjpostcards.com/de/ansichtskarten/22280-lufthansa-a300.html;0,85;https://www.airhistory.net/photo/575352/D-AIAA;LH_DLH;Wahr;;;Lufthansa;5
LH001;Phoenix;LH;Lufthansa;Lufthansa;AIB-A320-200-SL;Airbus A320-200 (Sharklets);D-AIZP;;;N:Plauen;Plauen;;;;;Australian Aviation Center;https://www.aviation-center.com.au/index.html;54,97;;x;I:Kennung vom Eigenflug | U:https://jjpostcards.com/de/ansichtskarten/34462-Lufthansa-A320.html;Kennung vom Eigenflug;https://jjpostcards.com/de/ansichtskarten/34462-Lufthansa-A320.html;1,35;https://www.planespotters.net/photo/1313542/d-aizp-lufthansa-airbus-a320-214-wl;LH_DLH;Wahr;;;Lufthansa;12
LH011;Herpa Wings;LH;Lufthansa;Lufthansa;AIB-A321-100;Airbus A321-100;D-AIRX;;;L:Retro-Bemalung 50 J. LH;;Retro-Bemalung 50 J. LH;;;;MW-MOBA;;34,5;1,62;x;U:https://jjpostcards.com/de/ansichtskarten/4470-lufthansa-a321.html;;https://jjpostcards.com/de/ansichtskarten/4470-lufthansa-a321.html;1,05;https://www.planespotters.net/photo/479539/d-airx-lufthansa-airbus-a321-131;LH_DLH;Wahr;2025-05-14;;Lufthansa;14
LH028;Gemini Jets;LH;Lufthansa;Lufthansa;AIB-A321-neo;Airbus A321 neo;D-AIEQ;;;L:600th Airbus Aircraft;;600th Airbus Aircraft;;;;MW-Moba;https://mw-moba.de/Produkt/airbus-a320neo-lufthansa-d-aieq-gemini-jets-gjdlh2238-1400/;30;0,66;;;;;;https://www.planespotters.net/photo/1749659/d-aieq-lufthansa-airbus-a321-271nx;LH_DLH;Wahr;2025-12-06;;Lufthansa;16
LH026;Phoenix;LH;Lufthansa;Lufthansa;AIB-A321-neo;Airbus A321 neo;D-AIEP;;;N:Augsburg;Augsburg;;;;;MW-Moba;https://mw-moba.de/Produkt/airbus-a321neo-lufthansa-d-aiep-phoenix-04541-1400/;39,5;0,97;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/36687-Lufthansa-A321neo.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/36687-Lufthansa-A321neo.html;1,35;https://www.planespotters.net/photo/1426175/d-aiep-lufthansa-airbus-a321-271nx;LH_DLH;Wahr;2025-11-12;;Lufthansa;17
LH013;Gemini Jets;LH;Lufthansa;Lufthansa;AIB-A330-300-SL;Airbus A330-300 (Sharklets);D-AIKO;;;N:Koblenz;Koblenz;;;;;MW-MOBA;https://mw-moba.de/Produkt/airbus-a330-300-lufthansa-d-aiko-gemini-jets-gjdlh1831-1400/;44,5;4,25;;-;-;;;https://www.planespotters.net/photo/1343486/d-aiko-lufthansa-airbus-a330-343;LH_DLH;Wahr;2025-06-20;;Lufthansa;19
LH014;Herpa Wings;LH;Lufthansa;Lufthansa;AIB-A340-300;Airbus A340-300;D-AIGF;;;N:Göttingen;Göttingen;;;;;Kleinanzeigen Josef Voß;;15;2,21;;U:https://jjpostcards.com/de/ansichtskarten/22695-lufthansa-a340.html;;https://jjpostcards.com/de/ansichtskarten/22695-lufthansa-a340.html;0,85;https://www.planespotters.net/photo/327157/d-aigf-lufthansa-airbus-a340-311;LH_DLH;Wahr;2025-06-23;;Lufthansa;21
LH019;Gemini Jets;LH;Lufthansa;Lufthansa;AIB-A340-600;Airbus A340-600;D-AIHN;;;N:Gummersbach L:Fanhansa;Gummersbach L:Fanhansa;;;;;MW-MOBA;https://mw-moba.de/Produkt/airbus-a340-600-lufthansa-gummersbach-d-aihn-gemini-jets-gjdlh1318-1400/;54,5;1,42;;U:https://jjpostcards.com/de/ansichtskarten/28198-lufthansa-a340.html;;https://jjpostcards.com/de/ansichtskarten/28198-lufthansa-a340.html;1,35;https://www.planespotters.net/photo/469445/d-aihn-lufthansa-airbus-a340-642;LH_DLH;Wahr;2025-08-20;;Lufthansa;22
LH006;JC Wings;LH;Lufthansa;Lufthansa;AIB-A350-900;Airbus A350-900;D-AIVD;;;L:CleanTechFlyer;;CleanTechFlyer;;;;MW-MOBA;https://mw-moba.de/produkt-kategorie/1400/;39,5;3,25;;-;-;;;https://www.planespotters.net/photo/1278652/d-aivd-lufthansa-airbus-a350-941;LH_DLH;Wahr;;;Lufthansa;23
LH004;Herpa Wings;LH;Lufthansa;Lufthansa;AIB-A380-800;Airbus A380-800;D-AIMA;;;N:Frankfurt am Main;Frankfurt am Main;;;;;MW-MOBA;https://mw-moba.de/produkt-kategorie/1400/;24,5;3;;U:https://jjpostcards.com/de/ansichtskarten/30381-Lufthansa-A380.html;;https://jjpostcards.com/de/ansichtskarten/30381-Lufthansa-A380.html;1,35;https://www.planespotters.net/photo/797719/d-aima-lufthansa-airbus-a380-841;LH_DLH;Wahr;;;Lufthansa;24
LH002;Herpa Wings;LH;Lufthansa;Lufthansa;BOE-707-320;Boeing 707-330B;D-ABUC;;;N:Bremen;Bremen;;;;;Kleinanzeigen Cora Singer;;33;;;I:falsche Reg. | U:https://jjpostcards.com/de/ansichtskarten/16926-lufthansa-b707.html;falsche Reg.;https://jjpostcards.com/de/ansichtskarten/16926-lufthansa-b707.html;0,85;https://www.planespotters.net/photo/754353/d-abub-lufthansa-boeing-707-330b;LH_DLH;Wahr;;;Lufthansa;25
LH024;Aeroclassics;LH;Lufthansa;Lufthansa;BOE-720;Boeing 720;D-ABOH;;;;;;;;;Ebay aerosmith102;https://www.ebay.de/itm/256347481240;41,96;17,21;;U:https://jjpostcards.com/de/ansichtskarten/25939-lufthansa-b720.html + U:https://jjpostcards.com/de/ansichtskarten/41259-Lufthansa-B720.html (andere Kennung, aber in Farbe);;https://jjpostcards.com/de/ansichtskarten/25939-lufthansa-b720.html + U:https://jjpostcards.com/de/ansichtskarten/41259-Lufthansa-B720.html (andere Kennung, aber in Farbe);3,2;https://www.airteamimages.com/boeing-720_d-abop_lufthansa_254936;LH_DLH;Wahr;2025-10-24;;Lufthansa;26
LH018;Aeroclassics;LH;Lufthansa;Lufthansa;BOE-727-100;Boeing 727-100;D-ABIB;;;N:Augsburg;Augsburg;;;;;MW-Moba;https://mw-moba.de/Produkt/boeing-727-100-lufthansa-d-abib-aeroclassics-1400/;39,5;3,23;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/25938-lufthansa-b727.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/25938-lufthansa-b727.html;0,85;https://www.airhistory.net/photo/198636/D-ABIB;LH_DLH;Wahr;2025-08-08;;Lufthansa;27
LH007;Herpa Wings;LH;Lufthansa;Lufthansa;BOE-737-200;Boeing 737-200;D-ABHX;;;;;;;;;MW-MOBA;https://mw-moba.de/produkt-kategorie/1400/;39,5;3,25;;U:https://jjpostcards.com/de/ansichtskarten/42674-lufthansa-b737.html;;https://jjpostcards.com/de/ansichtskarten/42674-lufthansa-b737.html;1,35;https://www.jetphotos.com/photo/9958699;LH_DLH;Wahr;;;Lufthansa;29
LH020;Gemini Jets;LH;Lufthansa;Lufthansa;BOE-737-300;Boeing 737-300;D-ABEE;;;N:Ulm;Ulm;;;;;MW-Moba;https://mw-moba.de/Produkt/boeing-737-300-lufthansa-ulm-d-abee-gemini-jets-gjdlh1326-1400/;39,5;1,03;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/22222-lufthansa-b737.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/22222-lufthansa-b737.html;1,35;https://www.planespotters.net/photo/684877/d-abee-lufthansa-boeing-737-330;LH_DLH;Wahr;2025-08-20;;Lufthansa;30
LH015;Herpa Wings;LH;Lufthansa;Lufthansa;BOE-737-400;Boeing 737-400;D-ABKB;;;N:Tegernsee;Tegernsee;;;;;Kleinanzeigen Josef Voß;;15;2,21;;U:https://jjpostcards.com/de/ansichtskarten/3582-lufthansa-b737.html;;https://jjpostcards.com/de/ansichtskarten/3582-lufthansa-b737.html;1,35;https://www.airhistory.net/photo/477289/D-ABKB;LH_DLH;Wahr;2025-06-23;;Lufthansa;31
LH021;Gemini Jets;LH;Lufthansa;Lufthansa;BOE-737-500;Boeing 737-500;D-ABIR;;;N:Anklam;Anklam;;;;;MW-Moba;https://mw-moba.de/Produkt/boeing-737-500-lufthansa-anklam-d-abir-gemini-jets-gjdlh1327-1400/;39,5;1,03;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/21485-lufthansa-b737.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/21485-lufthansa-b737.html;0,85;https://www.planespotters.net/photo/1100966/d-abir-lufthansa-boeing-737-530;LH_DLH;Wahr;2025-08-20;;Lufthansa;32
LH027;Herpa Wings;LH;Lufthansa;Lufthansa;BOE-747-100;Boeing 747-100;D-ABYA;;;N:Nordrhein Westfalen;Nordrhein Westfalen;;;;;Ebay leonzinn0;https://www.ebay.de/itm/376633905001;30;15;;U:https://jjpostcards.com/de/ansichtskarten/27748-stuttgart-luftaufnahme.html;;https://jjpostcards.com/de/ansichtskarten/27748-stuttgart-luftaufnahme.html;1,85;https://www.planespotters.net/photo/764943/d-abya-lufthansa-boeing-747-130;LH_DLH;Wahr;2025-11-13;;Lufthansa;33
LH029;Dragon Wings;LH;Lufthansa;Lufthansa;BOE-747-200F;Boeing 747-200F;D-ABZF;;;I:Lufthansa Cargo | N:Africa;Africa;;Lufthansa Cargo;;;MW-Moba;https://mw-moba.de/Produkt/boeing-747-200f-lufthansa-cargo-africa-d-abzf-dragon-55075-1400/;20;0,44;;U:https://jjpostcards.com/de/ansichtskarten/24816-lufthansa-cargo-b747.html;;https://jjpostcards.com/de/ansichtskarten/24816-lufthansa-cargo-b747.html;1,05;https://www.jetphotos.com/photo/10539124;LH_DLH;Wahr;2025-12-06;;Lufthansa;35
LH010;Herpa Wings;LH;Lufthansa;Lufthansa;BOE-747-400;Boeing 747-400;D-ABVW;;;N:Berlin;Berlin;;;;;Kleinanzeigen Josef Voß;;17;5;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/3571-lufthansa-b747.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/3571-lufthansa-b747.html;1,35;https://www.jetphotos.com/photo/11667623;LH_DLH;Wahr;;;Lufthansa;36
LH003;NG Models;LH;Lufthansa;Lufthansa;BOE-747-8;Boeing 747-8;D-ABYT;;;I:retro;;;retro;;;Kleinanzeigen Rafael Feijs;;75,4;;;U:https://jjpostcards.com/de/ansichtskarten/34173-Lufthansa-B747.html;;https://jjpostcards.com/de/ansichtskarten/34173-Lufthansa-B747.html;1,05;https://www.planespotters.net/photo/1632410/d-abyt-lufthansa-boeing-747-830;LH_DLH;Wahr;;;Lufthansa;37
LH022;JC Wings;LH;Lufthansa;Lufthansa;BOM-CRJ200;Bombardier CRJ-200;D-ACJH;;;N:Little Europe;Little Europe;;;;;MW-Moba;https://mw-moba.de/Produkt/bombardier-crj-200-lufthansa-d-acjh-jc-wings-jc4038-1400/;44,5;1,16;;I:andere Kennung, Typ 100 | U:https://jjpostcards.com/de/ansichtskarten/17572-lufthansa-city-line-crj-100.html;andere Kennung, Typ 100;https://jjpostcards.com/de/ansichtskarten/17572-lufthansa-city-line-crj-100.html;1,85;https://www.planespotters.net/photo/094375/d-acjh-lufthansa-bombardier-crj-200lr-cl-600-2b19;LH_DLH;Wahr;2025-08-20;;Lufthansa;42
LH023;Gemini Jets;LH;Lufthansa;Lufthansa CityLine;BOM-CRJ900;Bombardier CRJ-900;D-ACND;;;I:Lufthansa City Line | N:Meersburg;Meersburg;;Lufthansa City Line;;;MW-Moba;https://mw-moba.de/Produkt/bombardier-crj900-lufthansa-cityline-d-acnd-gemini-jets-gjclh2021-1400/;39,5;1,03;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/42271-lufthansa-city-line-crj-900.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/42271-lufthansa-city-line-crj-900.html;1,35;https://www.planespotters.net/photo/1754960/d-acnd-lufthansa-bombardier-crj-900lr-cl-600-2d24;CL_CLH;Wahr;2025-08-20;;Lufthansa;44
LH031;JC Wings;LH;Lufthansa;Lufthansa Regional;EMB-E190;Embraer ERJ-190;D-AECD;;;I:Lufthansa Regional | N:Schkeuditz;Schkeuditz;;Lufthansa Regional;;;Ebay Models Shop;https://www.ebay.de/itm/336326426320;37,66;10,69;;x;x;;;https://www.planespotters.net/photo/1429784/d-aecd-lufthansa-embraer-erj-190lr-erj-190-100-lr;LH_REG;Wahr;2026-01-28;;Lufthansa;49
LH008;Aeroclassics;LH;Lufthansa;Lufthansa;FOK-F27;Fokker F27-400 Friendship;D-BARI;;;;;;;;;https://www.modelyletadel.cz/en/;https://www.modelyletadel.cz/en/;51,53;9,31;;U:https://jjpostcards.com/de/ansichtskarten/5743-lufthansa-f27.html;;https://jjpostcards.com/de/ansichtskarten/5743-lufthansa-f27.html;0,85;https://www.planespotters.net/photo/1084025/d-bari-lufthansa-fokker-f27-400-friendship;LH_DLH;Wahr;;;Lufthansa;52
LH012;JC Wings;LH;Lufthansa;Team Lufthansa;FOK-F50;Fokker 50;D-AFFZ;;;I:Team Lufthansa;;;Team Lufthansa;;;Kleinanzeigen Dan Segal;;25;2,78;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/18079-contactairteam-lufthansa-fokker-50.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/18079-contactairteam-lufthansa-fokker-50.html;0,85;https://www.jetphotos.com/photo/10225836;LH_TEA;Wahr;2025-06-16;;Lufthansa;53
LH017;Herpa Wings;LH;Lufthansa;Lufthansa;JUN-JU52-3M;Junkers Ju 52/3m;D-AQUI;;;N:Berlin-Tempelhof;Berlin-Tempelhof;;;;;Ebay Felindre Diecast;https://www.ebay.de/itm/297475926197;47,19;15,35;;U:https://jjpostcards.com/de/ansichtskarten/291-lufthansa-traditionsflug-ju-52.html;;https://jjpostcards.com/de/ansichtskarten/291-lufthansa-traditionsflug-ju-52.html;1,35;https://www.planespotters.net/photo/230024/d-aqui-lufthansa-traditionsflug-junkers-ju-52;LH_DLH;Wahr;2025-08-05;;Lufthansa;55
LH005;Dragon Wings;LH;Lufthansa;Lufthansa;LOC-L1049;Lockheed L-1049G Super Constellation;D-ALEM;;;;;;;;;Kleinanzeigen Rudolf Zimmermann;;37;;;U:https://jjpostcards.com/de/ansichtskarten/27705-lufthansa-super-constellation.html;;https://jjpostcards.com/de/ansichtskarten/27705-lufthansa-super-constellation.html;1,35;https://www.planespotters.net/photo/760654/d-alem-lufthansa-lockheed-l-1049g-super-constellation;LH_DLH;Wahr;;;Lufthansa;56
LH016;Aeroclassics;LH;Lufthansa;Lufthansa;LOC-L1649;Lockheed L-1649A Starliner;D-ALUB;;;;;;;;;Ebay 4booksubid;;36,68;18,34;;U:https://jjpostcards.com/de/ansichtskarten/15766-lufthansa-starliner.html;;https://jjpostcards.com/de/ansichtskarten/15766-lufthansa-starliner.html;0,85;https://www.planepictures.net/v3/show.php?id=614533;LH_DLH;Wahr;2025-07-14;;Lufthansa;57
LH030;Gemini Jets;LH;Lufthansa;Lufthansa Cargo;MCD-MD11F;McDonnell Douglas MD-11F;D-ALCN;;;I:Lufthansa Cargo;;;Lufthansa Cargo;;;MW-Moba;https://mw-moba.de/Produkt/mcdonnell-douglas-md-11f-lufthansa-cargo-d-alcn-gemini-jets-gjdlh1371-1400/;45,18;1,9;Sammelrg.;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/38056-Lufthansa-Cargo-MD-11.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/38056-Lufthansa-Cargo-MD-11.html;1,35;https://airplane-pictures.net/photo/1114340/d-alcn-lufthansa-cargo-mcdonnell-douglas-md-11f/;LH_GEC;Wahr;2026-01-15;;Lufthansa;59
LH025;Aeroclassics;LH;Lufthansa;Lufthansa;VIC-Viscount-800;Vickers Viscount 814;D-ANUN;;;;;;;;;Ebay aerosmith102;https://www.ebay.de/itm/256605729195;41,96;17,21;;U:https://jjpostcards.com/de/ansichtskarten/25936-lufthansa-viscount.html;;https://jjpostcards.com/de/ansichtskarten/25936-lufthansa-viscount.html;0,85;https://www.airhistory.net/photo/702474/D-ANUN;LH_DLH;Wahr;2025-10-24;;Lufthansa;60
LX003;Herpa Wings;LX;Swiss;Swiss;AIB-A220-100;Airbus A220-100;C-GWXZ;;;I:erste Ankunft einer Bombardier CS100 am ZRH;;;erste Ankunft einer Bombardier CS100 am ZRH;;;MW-MOBA;https://mw-moba.de/Produkt/bombardier-cs100-swiss-international-c-gwxz-herpa-562522-1400/;34,5;1,62;;U:https://jjpostcards.com/de/ansichtskarten/30726-Bombardier-Swiss-CS100.html;;https://jjpostcards.com/de/ansichtskarten/30726-Bombardier-Swiss-CS100.html;1,35;https://www.planespotters.net/photo/1702172/c-gwxz-bombardier-bombardier-cseries-cs100-bd-500-1a10;LX_SWR;Wahr;2025-05-14;;Swiss;4
LX006;Herpa Wings;LX;Swiss;Swiss;AIB-A220-300;Airbus A220-300;HB-JCA;;;L:Fete de Vignerons;;Fete de Vignerons;;;;MW-Moba;https://mw-moba.de/Produkt/airbus-a220-300-swiss-international-fete-de-vignerons-hb-jca-herpa-562713-1400/;34,5;2,12;;U:https://jjpostcards.com/de/ansichtskarten/36119-Swiss-A220.html;;https://jjpostcards.com/de/ansichtskarten/36119-Swiss-A220.html;1,35;https://www.planespotters.net/photo/994127/hb-jca-swiss-bombardier-cseries-cs300-bd-500-1a11;LX_SWR;Wahr;2025-10-08;;Swiss;5
LX014;Herpa Wings;LX;Swiss;Swiss;AIB-A310-200;Airbus A310-200;HB-IPA;;;I:Swissair;;;Swissair;;;MW-Moba;https://mw-moba.de/Produkt/airbus-a310-200-swissair-hb-ipa-herpa-560771-1400/;30;0,66;;U:https://jjpostcards.com/de/ansichtskarten/4839-swissair-a310.html;;https://jjpostcards.com/de/ansichtskarten/4839-swissair-a310.html;1,35;https://www.jetphotos.com/photo/10644669;LX_SWR;Wahr;2025-12-06;;Swiss;6
LX005;Herpa Wings;LX;Swiss;Swiss;AIB-A320-200;Airbus A320-200;HB-IJM;;;L:Hop Suisse!;;Hop Suisse!;;;;MW-Moba;https://mw-moba.de/Produkt/airbus-a320-swiss-international-air-lines-hop-suisse-hb-ijm-herpa-562027-1400/;19,5;0,51;;U:https://jjpostcards.com/de/ansichtskarten/38110-Swiss-A320.html;;https://jjpostcards.com/de/ansichtskarten/38110-Swiss-A320.html;1,35;https://www.planespotters.net/photo/435145/hb-ijm-swiss-airbus-a320-214;LX_SWR;Wahr;2025-08-20;;Swiss;8
LX009;Witty Wings;LX;Swiss;Swiss;AIB-A320-200;Airbus A320-200;HB-IJD;;;;;;;;;Ebay philundines;https://www.ebay.de/itm/146906406759;15,5;1,97;;U:https://jjpostcards.com/de/ansichtskarten/22624-swiss-a320.html;;https://jjpostcards.com/de/ansichtskarten/22624-swiss-a320.html;0,85;https://www.planespotters.net/photo/170402/hb-ijd-swiss-airbus-a320-214;LX_SWR;Wahr;2025-11-03;;Swiss;9
LX012;Phoenix;LX;Swiss;Swiss;AIB-A320-neo;Airbus A320neo;HB-JDC;;;I:red nose | N:Pontresina;Pontresina;;red nose;;;MW-Moba;https://mw-moba.de/Produkt/airbus-a320neo-swiss-hb-jdc-phoenix-11784-1400/;39,5;0,97;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/26621-swiss-a320.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/26621-swiss-a320.html;1,35;https://www.planespotters.net/photo/1358550/hb-jdc-swiss-airbus-a320-271n;LX_SWR;Wahr;2025-11-12;;Swiss;11
LX011;Tucano Line;LX;Swiss;Swissair;AIB-A321-100;Airbus A321-100;HB-IOH;;;I:Swissair | L:The Qualiflyer Group;;The Qualiflyer Group;Swissair;;;Kleinanzeigen Finn;https://www.kleinanzeigen.de/s-anzeige/tucano-line-swissair-a321-1-400/3231715559-234-9491;21;7;;U:https://jjpostcards.com/de/ansichtskarten/3072-swissair-a321.html;;https://jjpostcards.com/de/ansichtskarten/3072-swissair-a321.html;1,35;https://www.airliners.net/photo/Swissair/Airbus-A321-111/107362/L;SR_SWR;Wahr;2025-11-12;;Swiss;12
LX002;Phoenix;LX;Swiss;Swiss;AIB-A321-200-SL;Airbus A321-200 (Sharklets);HB-ION;;;N:Lugano;Lugano;;;;;Swiss-Edelweiss Airplane Shop;https://swiss-edelweiss.li/;63,24;;x;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/9633-swissair-a321.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/9633-swissair-a321.html;0,85;https://www.planespotters.net/photo/1305538/hb-ion-swiss-airbus-a321-212-wl;LX_SWR;Wahr;;;Swiss;13
LX018;Dragon Wings;LX;Swiss;Edelweiss;AIB-A330-200-SL;Airbus A330-200 (Sharklets);HB- IQZ;;;I:Edelweiss | N:Bahari;Bahari;;Edelweiss;;;Ebay bigbird1946;https://www.ebay.de/itm/336405846019;15;2,01;;U:https://jjpostcards.com/de/ansichtskarten/6978-edelweiss-a330.html;;https://jjpostcards.com/de/ansichtskarten/6978-edelweiss-a330.html;0,85;https://cdn.jetphotos.com/full/2/11550_1280047497.jpg;WK_EDW;Wahr;2026-02-13;;Swiss;15
LX015;Phoenix;LX;Swiss;Swissair;BOE-747-200;Boeing 747-200;HB-IGB;;;I:Swissair | N:Zurich;Zurich;;Swissair;;;MW-Moba;https://mw-moba.de/Produkt/boeing-747-257b-swissair-hb-igb-phoenix-11836-1400/;35;0,77;;U:https://jjpostcards.com/de/ansichtskarten/4831-swissair-b747.html;;https://jjpostcards.com/de/ansichtskarten/4831-swissair-b747.html;1,35;https://www.airhistory.net/photo/672110/HB-IGB;SR_SWR;Wahr;2025-12-06;;Swiss;19
LX007;JC Wings;LX;Swiss;Swiss;BOE-777-300ER;Boeing 777-300ER;HB-JNA;;;L:Faces of Swiss;;Faces of Swiss;;;;MW-MOBA;https://mw-moba.de/Produkt/boeing-777-300er-swiss-hb-jna-jc-wings-xx4683-1400/;39,5;2,43;;U:https://jjpostcards.com/de/ansichtskarten/31112-Swiss-B777.html;;https://jjpostcards.com/de/ansichtskarten/31112-Swiss-B777.html;1,05;https://www.planespotters.net/photo/729405/hb-jna-swiss-boeing-777-3deer;LX_SWR;Wahr;2025-10-08;;Swiss;20
LX001;?;LX;Swiss;Swiss;BAE-146-300;British Aerospace Avro RJ100;HB-IXU;;;;;;;;;Swiss-Edelweiss Airplane Shop;https://swiss-edelweiss.li/;56,91;;x;I:vorhanden;vorhanden;;;https://www.planespotters.net/photo/321617/hb-ixu-swiss-british-aerospace-avro-rj100-146-rj100;LX_SWR;Wahr;;;Swiss;22
LX013;Herpa Wings;LX;Swiss;Swiss;CON-CV880;Convair CV-880 Golden Arrow;HB-ICL;;;;;;;;;MW-Moba;https://mw-moba.de/Produkt/convair-880-swissair-hb-icl-herpa-560528-1400/;34,5;0,85;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/27673-swissair-cv-880.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/27673-swissair-cv-880.html;1,35;https://www.airliners-airlines.de/fotoserien/swissair/hb_icl.jpg;LX_SWR;Wahr;2025-11-12;;Swiss;23
LX010;Witty Wings;LX;Swiss;Swissair;CON-CV990;Convair CV-990 Coronado;HB-ICC;;;I:Swissair | N:St. Gallen;St. Gallen;;Swissair;;;Ebay Felindre Diecast;https://www.ebay.de/itm/376644211863?_skw=1%2F400&itmmeta=01K8TKQVTGS1TSTH10Y1AR8G6V&hash=item57b1be9497%3Ag%3AfBsAAeSwZApo-mNk&LH_Auction=1;39,88;4,34;;U:https://jjpostcards.com/de/ansichtskarten/36596-Swissair-CV-990.html;;https://jjpostcards.com/de/ansichtskarten/36596-Swissair-CV-990.html;1,35;https://www.jetphotos.com/photo/6081412;SR_SWR;Wahr;2025-11-05;;Swiss;24
ORD-LX-26;Gemini Jets;LX;Swiss;Swissair;DOU-DC6-B;Douglas DC-6B;HB-IBO;;;I:Swissair | N:Luzern;Luzern;;Swissair;;;Ebay Felindre Diecast;https://www.ebay.de/itm/297974448970;37,17;5,62;;U:https://jjpostcards.com/de/ansichtskarten/42043-Swissair-DC-6-Pan-Am-DC-7.html;;https://jjpostcards.com/de/ansichtskarten/42043-Swissair-DC-6-Pan-Am-DC-7.html;1,35;https://www.airliners.net/photo/Swissair/Douglas-DC-6B/108683;SR_SWR;Falsch;;2026-02-22;Swiss;26
LX017;Gemini Jets;LX;Swiss;Swissair;DOU-DC8-30;Douglas DC-8-32;HB-IDA;;;I:Swissair;;;Swissair;;;Ebay Kontorbuer;https://www.ebay.de/itm/257315911157;17;1,84;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/25909-swissair-dc-8.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/25909-swissair-dc-8.html;1,35;https://www.airhistory.net/photo/249732/HB-IDA;SR_SWR;Wahr;2026-01-27;;Swiss;27
LX016;Aeroclassics;LX;Swiss;Swissair;DOU-DC8-50;Douglas DC-8-53;HB-IDB;;;I:Swissair;;;Swissair;;;MW-Moba;https://mw-moba.de/Produkt/douglas-dc-8-50-swissair-hb-idb-aeroclassics-1400/;74,2;3,12;Sammelrg.;U:https://jjpostcards.com/de/ansichtskarten/8651-swissair-dc-8.html;;https://jjpostcards.com/de/ansichtskarten/8651-swissair-dc-8.html;0,85;https://www.airhistory.net/photo/373164/HB-IDB;SR_SWR;Wahr;2026-01-15;;Swiss;28
LX008;JC Wings;LX;Swiss;Swissair;MCD-MD11;McDonnell Douglas MD-11;HB-IWI;;;I:Swissair | N:Dent Blanche;Dent Blanche;;Swissair;;;MW-Moba;https://mw-moba.de/Produkt/mcdonnell-douglas-md-11-swissair-hb-iwi-jc-wings-xx4051-1400/;44,5;2,74;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/9571-swissair-md-11.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/9571-swissair-md-11.html;1,35;https://abpic.co.uk/pictures/view/1072413;SR_SWR;Wahr;2025-10-08;;Swiss;32
LX004;Dragon Wings;LX;Swiss;Swiss;MCD-MD81;McDonnell Douglas MD-81;HB-IND;;;L:Servus Wien;;Servus Wien;;;;Ebay Waffle Collection;;24,94;28,57;;U:https://jjpostcards.com/de/ansichtskarten/6605-swissair-md-80.html;;https://jjpostcards.com/de/ansichtskarten/6605-swissair-md-80.html;0,85;https://www.jetphotos.com/photo/10376450;LX_SWR;Wahr;2025-07-15;;Swiss;33
BT001;Herpa Wings;BT;Air Baltic;AirBaltic;AIB-A220-300;Airbus A220-300;YL-AAU;;;L:100th Airbus A220;;100th Airbus A220;;;;Sklep Modelarski;https://shop.dcc24.eu/en/herpa/22453-herpa-562607-cs300-airbaltic-4013150562607.html;40,59;24,21;x;U:https://jjpostcards.com/de/ansichtskarten/38752-Air-Baltic-A220.html;;https://jjpostcards.com/de/ansichtskarten/38752-Air-Baltic-A220.html;1,35;https://www.planespotters.net/photo/1636685/yl-aau-airbaltic-airbus-a220-300-bd-500-1a11;BT_BTI;Wahr;2025-10-10;;AirBaltic;4
