model_id;manufacturer;airline_code;airline;airline_row;aircraft_id;aircraft_type;registration;livery;parent_livery;Zusatzinfo;aircraft_name;livery_note;extra_info;model_extra;special_note;Shop;Shop_url;Preis;Versandkosten;Eigenfluege;postcards_raw;postkarte_info;postkarte_url;Preis_Postkarte;Foto;Photo_Source_Url;Photo_Image_Url;Photo_Credit;logo_id;vorhanden;angekommen;bestellt_am;Wunsch;Wunsch_Prio;source_sheet;source_row
BA009;Gemini Jets;BA;British Airways;BEA;HAW-Trident-2;Hawker Siddeley HS-121 Trident 2;G-AVFB;;;I:BEA;;;BEA;;;Kleinanzeigen Micha;https://www.kleinanzeigen.de/s-anzeige/flugzeugmodell-bea-british-european-trident-gemini-jets-1-400/3301263814-234-9047;35,85;4,7;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/29580-bea-trident-boac-vc-10.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/29580-bea-trident-boac-vc-10.html;1,35;https://www.jetphotos.com/photo/11185579;https://www.jetphotos.com/photo/11185579;https://cdn.jetphotos.com/full/5/291353_1703326752.jpg;kjell nilsson Collection;BE_BEA;Wahr;2026-01-27;;FALSCH;;BA;62
BA007;Gemini Jets;BA;British Airways;BEA;HAW-Trident-3;Hawker Siddeley HS-121 Trident 3;G-AWZN;;;I:BEA;;;BEA;;;MW-Moba;https://mw-moba.de/produkt/hawker-siddeley-hs121-trident-2e-bea-g-avff-gemini-jets-gjbea751-1400/;32,75;1,38;Sammelrg.;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/1952-bea-trident.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/1952-bea-trident.html;0,85;https://www.airteamimages.com/hawker-siddeley-trident_g-awzn_bea-british-european-airways_40653;https://www.airteamimages.com/hawker-siddeley-trident_g-awzn_bea-british-european-airways_40653;https://d3trj3zqmkebtg.cloudfront.net/pics/40/40653_big.jpg;Keith Blincow (ATI);BE_BEA;Wahr;2026-01-15;;FALSCH;;BA;63
BA008;Gemini Jets;BA;British Airways;British Airways;MCD-DC10-30;McDonnell Douglas DC-10-30;G-BEBM;;;N:Sherwood Forest;Sherwood Forest;;;;;Ebay Kontorbuer;https://www.ebay.de/itm/257315911323;29;3,14;;U:https://jjpostcards.com/de/ansichtskarten/9368-british-airways-dc-10.html;;https://jjpostcards.com/de/ansichtskarten/9368-british-airways-dc-10.html;1,85;https://www.airhistory.net/photo/747410/G-BEBM;https://www.airhistory.net/photo/747410/G-BEBM;;;BA_BAW;Wahr;2026-01-27;;FALSCH;;BA;66
BA003;Gemini Jets;BA;British Airways;British Airways;SAB-340;Saab 340;G-LGNB;;;I:Loganair;;;Loganair;;;MW-Moba;https://mw-moba.de/Produkt/saab-340b-british-airways-loganair-g-lgnb-gemini-jets-gjlog1116-1400/;50;1,23;;;;;;https://www.planespotters.net/photo/166233/g-lgnb-british-airways-saab-340b;https://www.planespotters.net/photo/166233/g-lgnb-british-airways-saab-340b;https://cdn.plnspttrs.net/08989/g-lgnb-british-airways-saab-340b_PlanespottersNet_166233_c5f41dd7e5_o.jpg;JRC Aviation;BA_BAW;Wahr;2025-11-12;;FALSCH;;BA;67
BA002;JC Wings;BA;British Airways;British Airways;SHO-360;Shorts 360;G-BNYI;;;;;;;;;Ebay Littleworth Models;https://www.ebay.de/itm/157409674233;59,19;21,68;;I:andere Bemalung, andere Kennung | U:https://jjpostcards.com/de/?airline=british-airways&flugzeugtyp=short-360;andere Bemalung, andere Kennung;https://jjpostcards.com/de/?airline=british-airways&flugzeugtyp=short-360;0,85;https://www.airhistory.net/photo/697193/G-BNYI;https://www.airhistory.net/photo/697193/G-BNYI;;;BA_BAW;Wahr;2025-11-10;;FALSCH;;BA;69
WIS-BOA-10;;BOA;BOAC;;BOE-707-320;Boeing 707-320;;;;;;;;;;;;;;;;;;;;;;;;Falsch;;;WAHR;1;BOAC;10
BOA003;Gemini Jets;BOA;BOAC;BOAC;BOE-747-100;Boeing 747-100;G-AWNB;;;;;;;;;Ebay bigbird1946;https://www.ebay.de/itm/336432349675;23,5;6,18;;I:andere Kennung, nicht exakte Beschriftung | U:https://jjpostcards.com/de/ansichtskarten/25719-british-airways-b747.html;andere Kennung, nicht exakte Beschriftung;https://jjpostcards.com/de/ansichtskarten/25719-british-airways-b747.html;1,35;https://www.airhistory.net/photo/338505/G-AWNB;https://www.airhistory.net/photo/338505/G-AWNB;;;BA_BOA;Wahr;2026-02-27;;FALSCH;;BOAC;11
BOA001;Gemini Jets;BOA;BOAC;BOAC;BRI-Britannia-312;Bristol 175 Britannia 312;G-AOVK;;;;;;;;;MW-MOBA;https://mw-moba.de/Produkt/bristol-britannia-series-310-boac-g-aovk-gemini-jets-gjboa131-1400/;44,5;1,16;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/26125-boac-britannia.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/26125-boac-britannia.html;1,35;https://www.airhistory.net/photo/12485/G-AOVK;https://www.airhistory.net/photo/12485/G-AOVK;;;BA_BOA;Wahr;2025-08-20;;FALSCH;;BOAC;12
WIS-BOA-13;Aeroclassics;BOA;BOAC;BOAC;CAN-C4;Canadair C-4 Argonaut (North Star);G-ALHK;;;N:Atlanta;Atlanta;;;;;Ebay Northeast Diecast Shop;https://www.ebay.de/itm/297326384232?_trkparms=amclksrc%3DITM%26aid%3D777008%26algo%3DPERSONAL.TOPIC%26ao%3D1%26asc%3D20250324083038%26meid%3D39e88542204346aca9c798e4904bf235%26pid%3D101952%26rk%3D1%26rkt%3D1%26mehot%3Dnone%26itm%3D297326384232%26pmt%3D1%26noa%3D1%26pg%3D4375194%26algv%3DWatchlistVariantWithMLR_BP%26brand%3DAeroClassics&_trksid=p4375194.c101952.m162921&_trkparms=parentrq%3A2c49acb11980a67a965c93affff76471%7Cpageci%3A1177107a-6614-11f0-8691-06166dad419d%7Ciid%3A1%7Cvlpname%3Avlp_homepage;115,74;;;;;;;;;;;BA_BOA;Falsch;;;WAHR;1;BOAC;13
WIS-BOA-17;Aeroclassics;BOA;BOAC;BOAC;DHV-DH106-4;De Havilland DH.106 Comet 4;G-APDC;;;;;;;;;Ebay aerosmith102;https://www.ebay.de/itm/257022169506;95,05;;;;;;;https://abpic.co.uk/pictures/view/1819126;https://abpic.co.uk/pictures/view/1819126;;;BA_BOA;Falsch;;;WAHR;1;BOAC;17
BOA002;Gemini Jets;BOA;BOAC;BOAC;VIC-VC10-SUPER;BAC Vickers VC-10 Super;G-ASGH;;;;;;;;;MW-MOBA;https://mw-moba.de/Produkt/vickers-super-vc10-boac-g-asgh-gemini-jets-gjbaw657-1400/;44,5;1,16;;U:https://jjpostcards.com/de/ansichtskarten/26130-boac-vc-10.html;;https://jjpostcards.com/de/ansichtskarten/26130-boac-vc-10.html;1,35;https://www.airhistory.net/photo/574510/G-ASGH;https://www.airhistory.net/photo/574510/G-ASGH;;;BA_BOA;Wahr;2025-08-20;;FALSCH;;BOAC;19
HF003;Aeroclassics;HF;Hapag-Lloyd;Hapag-Lloyd;AIB-A300-B4;Airbus A300B4;D-AHLA;;;;;;;;;MW-Moba;https://mw-moba.de/Produkt/airbus-a300-hapag-lloyd-d-ahla-aeroclassics-1400/;32,75;1,38;Sammelrg.;I:gleiche Kennung, andere Livery | U:https://jjpostcards.com/de/ansichtskarten/2610-african-safari-asa-a310.html;gleiche Kennung, andere Livery;https://jjpostcards.com/de/ansichtskarten/2610-african-safari-asa-a310.html;0,85;https://www.planespotters.net/photo/1021183/d-ahla-hapag-lloyd-airbus-a310-304;https://www.planespotters.net/photo/1021183/d-ahla-hapag-lloyd-airbus-a310-304;https://cdn.plnspttrs.net/15159/d-ahla-hapag-lloyd-airbus-a310-304_PlanespottersNet_1021183_15d0844ada_o.jpg;Martin Oswald;HF_HLF;Wahr;2026-01-15;;FALSCH;;HapagLloyd;4
HF002;Gemini Jets;HF;Hapag-Lloyd;Hapag-Lloyd Express;BOE-737-700;Boeing 737-700;D-AGEP;;;I:Hapag-Lloyd Express;;;Hapag-Lloyd Express;;;MW-Moba;https://mw-moba.de/Produkt/boeing-737-700-hapag-lloyd-express-d-agep-gemini-jets-3557457-1400/;15;0,33;;U:https://jjpostcards.com/de/ansichtskarten/4323-hapag-lloyd-express-b737.html;;https://jjpostcards.com/de/ansichtskarten/4323-hapag-lloyd-express-b737.html;1,05;https://www.planespotters.net/photo/728271/d-agep-hapag-lloyd-express-boeing-737-75b;https://www.planespotters.net/photo/728271/d-agep-hapag-lloyd-express-boeing-737-75b;https://cdn.plnspttrs.net/40322/d-agep-hapag-lloyd-express-boeing-737-75b_PlanespottersNet_728271_a4a9fbc83b_o.jpg;Fabian Zimmerli;X3_HLX;Wahr;;;FALSCH;;HapagLloyd;11
HF001;Herpa Wings;HF;Hapag-Lloyd;Hapag-Lloyd;BOE-737-800;Boeing 737-800;D-AHFC;;;;;;;;;Kleinanzeigen Josef Voß;;10;6;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/21554-hapag-lloyd-b737.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/21554-hapag-lloyd-b737.html;0,85;https://www.planespotters.net/photo/1079811/d-ahfc-hapag-lloyd-boeing-737-8k5;https://www.planespotters.net/photo/1079811/d-ahfc-hapag-lloyd-boeing-737-8k5;https://cdn.plnspttrs.net/03177/d-ahfc-hapag-lloyd-boeing-737-8k5_PlanespottersNet_1079811_79022aaea1_o.jpg;Marco Dotti;HF_HLF;Wahr;2025-10-23;;FALSCH;;HapagLloyd;12
HF004;Gemini Jets;HF;Hapag-Lloyd;Hapag-Lloyd;BOE-737-800-WL;Boeing 737-800 (Winglets);D-AHFF;;;;;;;;;Ebay Kontorbuer;https://www.ebay.de/itm/257315911324;13;1,41;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/20829-hapag-lloyd-b737.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/20829-hapag-lloyd-b737.html;0,85;https://www.jetphotos.com/photo/33534;https://www.jetphotos.com/photo/33534;https://cdn.jetphotos.com/full/1/30993_1045336026.jpg;WindTours;HF_HLF;Wahr;2026-01-27;;FALSCH;;HapagLloyd;13
WIS-FI-6;JC Wings;FI;Icelandair;Icelandair;BOE-737-400;Boeing 737-400;TF-FID;;;;;;;;;MW-Moba;https://mw-moba.de/Produkt/boeing-737-400-icelandair-tf-fid-jc-wings-xx4238-1400/;39,5;;;;;;;https://www.airhistory.net/photo/155744/TF-FID;https://www.airhistory.net/photo/155744/TF-FID;;;FI_ICE;Falsch;;;WAHR;2;Icelandair;6
WIS-FI-8;Gemini Jets;FI;Icelandair;Icelandair;BOE-737-MAX8;Boeing 737 MAX 8;TF-ICE;;;;;;;;;MW-Moba;https://mw-moba.de/Produkt/boeing-737-max8-icelandair-tf-ice-gemini-jets-gjice1767-1400/;44,5;;;;;;;https://www.planespotters.net/photo/1214425/tf-ice-icelandair-boeing-737-8-max;https://www.planespotters.net/photo/1214425/tf-ice-icelandair-boeing-737-8-max;https://cdn.plnspttrs.net/27197/tf-ice-icelandair-boeing-737-8-max_PlanespottersNet_1214425_43be32d283_o.jpg;Fabian Zimmerli;FI_ICE;Falsch;;;WAHR;2;Icelandair;8
FI001;NG Models;FI;Icelandair;Icelandair;BOE-757-200-WL;Boeing 757-200 (Winglets);TF-ISF;;;N:Laki;Laki;;;;;Kleinanzeigen.de;;99;;x;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/11263-icelandair-b757.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/11263-icelandair-b757.html;1,35;https://www.planespotters.net/photo/1123788/tf-isf-icelandair-boeing-757-223-wl;https://www.planespotters.net/photo/1123788/tf-isf-icelandair-boeing-757-223-wl;https://cdn.plnspttrs.net/44895/tf-isf-icelandair-boeing-757-223-wl_PlanespottersNet_1123788_cea94d3e72_o.jpg;Jan Seler;FI_ICE;Wahr;;;FALSCH;;Icelandair;11
WIS-FI-12;NG Models;FI;Icelandair;Icelandair;BOE-757-300-WL;Boeing 757-300 (Winglets);TF-FIX;;;N:Hengill;Hengill;;;;;Aviation Center Berlin;https://www.aviation-center-berlin.de/p/45007;45,33;;;;;;;;;;;FI_ICE;Falsch;;;WAHR;2;Icelandair;12
WIS-FI-14;JC Wings;FI;Icelandair;Icelandair Cargo;BOE-767-300BCF-WL;Boeing 767-300BCF (Winglets);TF-ISH;;;I:Icelandair Cargo;;;Icelandair Cargo;;;Ebay Flight-Shop;https://www.ebay.de/itm/116784220363?itmmeta=01KPQPWGA48NDHNKWVW6P9PMZD&hash=item1b30e1c8cb:g:XzkAAOSw5rlms4Fg;49,94;;;U:https://jjpostcards.com/de/ansichtskarten/42457-icelandair-cargo-b767.html;;https://jjpostcards.com/de/ansichtskarten/42457-icelandair-cargo-b767.html;1,35;https://www.jetphotos.com/photo/11179086;https://www.jetphotos.com/photo/11179086;https://cdn.jetphotos.com/full/6/1015426_1702470667.jpg;S. Eckhardt;FI_CAR;Falsch;;;WAHR;1;Icelandair;14
KL005;Aeroclassics;KL;KLM;KLM;BAC-111-300;BAC 1-11 Series 300;G-ATPJ;;;;;;;;;Ebay Felindre Diecast;https://www.ebay.de/itm/297670868491;50,66;9,25;;U:https://jjpostcards.com/de/ansichtskarten/8395-klm-bac-1-11.html;;https://jjpostcards.com/de/ansichtskarten/8395-klm-bac-1-11.html;1,35;https://www.jetphotos.com/photo/7018562;https://www.jetphotos.com/photo/7018562;https://cdn.jetphotos.com/full/1/73710_1293963772.jpg;HansAir;KL_KLM;Wahr;2025-10-23;;FALSCH;;KLM;10
WIS-KL-12;;KL;KLM;KLM;BOE-737-300;Boeing 737-300;PH-BDA;;;N:Willem Barentsz;Willem Barentsz;;;;;Modelyletadel;https://www.modelyletadel.cz/en/b737-306-klm-royal-dutch-airlines-1990s-colors-named-willem-barentsz.html;;;;;;;;https://www.planespotters.net/photo/079747/ph-bda-klm-royal-dutch-airlines-boeing-737-306;https://www.planespotters.net/photo/079747/ph-bda-klm-royal-dutch-airlines-boeing-737-306;https://cdn.plnspttrs.net/14640/ph-bda-klm-royal-dutch-airlines-boeing-737-306_PlanespottersNet_079747_3889cb5498_o.jpg;Piet Alberts;KL_KLM;Falsch;;;WAHR;2;KLM;12
WIS-KL-16;Aeropolaris;KL;KLM;KLM;BOE-737-800-WL;Boeing 737-800 (Winglets);PH-BCL;;;I:andere Kennung als Eigenflug | N:Krooneend;Krooneend;;andere Kennung als Eigenflug;;;Aviation Megastore;https://www.aviationmegastore.com/de/models/boeing-737-800-klm-ph-bcl-aeropolaris-ha7380015-213525.html;49,54;;x;;;;;https://www.jetphotos.com/photo/11427831;https://www.jetphotos.com/photo/11427831;https://cdn.jetphotos.com/full/6/594368_1722281269.jpg;Andrés Soós;KL_KLM;Falsch;;;WAHR;1;KLM;16
WIS-KL-17;;KL;KLM;KLM;BOE-737-900;Boeing 737-900;PH-BXO;;;N:Plevier;Plevier;;;;;Ebay lampman940;https://www.ebay.de/itm/167885260350?itmmeta=01K8J7C8G65FSCJY43M7VF93QN&hash=item2716bdc63e:g:KKEAAeSwc1do~WjG;;;;U:https://jjpostcards.com/de/ansichtskarten/1576-klm-b737.html;;https://jjpostcards.com/de/ansichtskarten/1576-klm-b737.html;0,85;https://www.planespotters.net/photo/1155452/ph-bxo-klm-royal-dutch-airlines-boeing-737-9k2-wl;https://www.planespotters.net/photo/1155452/ph-bxo-klm-royal-dutch-airlines-boeing-737-9k2-wl;https://cdn.plnspttrs.net/41392/ph-bxo-klm-royal-dutch-airlines-boeing-737-9k2-wl_PlanespottersNet_1155452_6a040b51ae_o.jpg;Shotaro Shimizu;KL_KLM;Falsch;;;WAHR;2;KLM;17
KL003;Herpa Wings;KL;KLM;KLM Asia;BOE-747-400;Boeing 747-400;PH-BFH;;;I:KLM Asia | N:City of Hongkong;City of Hongkong;;KLM Asia;;;Kleinanzeigen Josef Voß;;20;2,93;;U:https://jjpostcards.com/de/ansichtskarten/4271-klm-asia-b747.html;;https://jjpostcards.com/de/ansichtskarten/4271-klm-asia-b747.html;1,05;https://www.jetphotos.com/photo/10064531;https://www.jetphotos.com/photo/10064531;https://cdn.jetphotos.com/full/6/66051_1613242133.jpg;Rainer Spoddig;KL_ASI;Wahr;2025-06-23;;FALSCH;;KLM;22
KL009;Dragon Wings;KL;KLM;KLM;BOE-767-300ER;Boeing 767-300ER Extended Range;PH-BZJ;;;;;;;;;MW-Moba;https://mw-moba.de/Produkt/boeing-767-300-klm-royal-dutch-airlines-ph-bzj-dragon-wings-55621-1400/;34,5;1,2;Sammelrg.;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/6676-klm-b767.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/6676-klm-b767.html;0,85;https://www.planespotters.net/photo/031433/ph-bzi-klm-royal-dutch-airlines-boeing-767-306er;https://www.planespotters.net/photo/031433/ph-bzi-klm-royal-dutch-airlines-boeing-767-306er;https://cdn.plnspttrs.net/01901/ph-bzi-klm-royal-dutch-airlines-boeing-767-306er_PlanespottersNet_031433_343aaacf7b_o.jpg;Aldo Bidini;KL_KLM;Wahr;2026-01-15;;FALSCH;;KLM;23
WIS-KL-24;Phoenix;KL;KLM;KLM;BOE-777-200ER;Boeing 777-200ER Extended Range;PH-BQF;;;N:Ferrara City;Ferrara City;;;;;MW-Moba;https://mw-moba.de/Produkt/boeing-777-200er-klm-royal-dutch-airlines-ph-bqf-phoenix-10426-1400/;49,5;;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/10114-klm-b777.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/10114-klm-b777.html;1,35;https://www.planespotters.net/photo/098180/ph-bqf-klm-royal-dutch-airlines-boeing-777-206er;https://www.planespotters.net/photo/098180/ph-bqf-klm-royal-dutch-airlines-boeing-777-206er;https://cdn.plnspttrs.net/11202/ph-bqf-klm-royal-dutch-airlines-boeing-777-206er_PlanespottersNet_098180_cba9161233_o.jpg;Pavel BENCIK;KL_KLM;Falsch;;;WAHR;2;KLM;24
WIS-KL-29;Aeroclassics;KL;KLM;KLM;CON-CV340;Convair CV-340;PH-CGG;;;N:Nicolaas Maes;Nicolaas Maes;;;;;Ebay aerosmith102;https://www.ebay.de/itm/255069615448;50,57;;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/38817-KLM-CV-340.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/38817-KLM-CV-340.html;1,35;https://www.planepictures.net/v3/show_en.php?id=567876;https://www.planepictures.net/v3/show_en.php?id=567876;https://www.planepictures.net/a/56/78/1166485791.jpg;Guenter Grondstein;KL_KLM;Falsch;;;WAHR;1;KLM;29
KL007;Aeroclassics;KL;KLM;KLM;DOU-DC7-C;Douglas DC-7C Seven Seas;PH-DSG;;;N:Adriatic Sea;Adriatic Sea;;;;;Ebay Felindre Diecast;https://www.ebay.de/itm/376626642808;68,49;9,09;;U:https://jjpostcards.com/de/ansichtskarten/23832-klm-dc-7.html;;https://jjpostcards.com/de/ansichtskarten/23832-klm-dc-7.html;1,05;https://www.airhistory.net/photo/730187/PH-DSG;https://www.airhistory.net/photo/730187/PH-DSG;;;KL_KLM;Wahr;2025-10-30;;FALSCH;;KLM;35
KL001;Sky Jets;KL;KLM;KLM;DOU-DC8-50;Douglas DC-8-53;PH-DCI;;;N:Sir Isaac Newton;Sir Isaac Newton;;;;;Marktplaats: TOGAflex;;45;2,33;;I:andere Livery+Kennung | U:https://jjpostcards.com/de/ansichtskarten/22826-klm-dc-8.html;andere Livery+Kennung;https://jjpostcards.com/de/ansichtskarten/22826-klm-dc-8.html;0,85;https://abpic.co.uk/pictures/view/1036468;https://abpic.co.uk/pictures/view/1036468;;;KL_KLM;Wahr;2025-06-03;;FALSCH;;KLM;37
KL008;Aeroclassics;KL;KLM;KLM;DOU-DC8-63;Douglas DC-8-63;PH-DEF;;;N:Henry Hudson;Henry Hudson;;;;;Ebay DiecastAirplaneTreasuryTrove;https://www.ebay.de/itm/136597425675?_skw=klm&itmmeta=01K8N1RV4VWDRHQ1Y0GJ58SS7H&hash=item1fcdd74e0b:g:RPMAAeSwCdVoTlyY;110,07;52,69;ZOLL!;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/11012-klm-dc-8.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/11012-klm-dc-8.html;1,35;https://abpic.co.uk/pictures/view/1947917;https://abpic.co.uk/pictures/view/1947917;;;KL_KLM;Wahr;2025-11-14;;FALSCH;;KLM;38
WIS-KL-39;Aeroclassics;KL;KLM;KLM;FOK-F27;Fokker F27;PH-SAD;;;N:Evert van Dijk;Evert van Dijk;;;;;Ebay DiecastAirplaneTreasureTrove;https://www.ebay.de/itm/136580055071?_skw=klm&itmmeta=01K8N1RV4VVCS6R9F17K26XAR7&hash=item1fccce401f:g:UYgAAOSw7UtmkJSN;84,13;;;U:https://jjpostcards.com/de/ansichtskarten/40492-KLM-F27.html;;https://jjpostcards.com/de/ansichtskarten/40492-KLM-F27.html;1,35;https://www.airhistory.net/photo/706316/PH-SAD;https://www.airhistory.net/photo/706316/PH-SAD;;;KL_KLM;Falsch;;;WAHR;2;KLM;39
KL004;JetEx;KL;KLM;KLM;LOC-L188;Lockheed L-188 Electra;PH-LLD;;;;;;;;;Ebay 4booksubid;https://www.ebay.de/sch/i.html?item=376312332478&rt=nc&_trksid=p4429486.m3561.l161211&_ssn=4booksubid;30,68;18,34;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/36983-KLM-Electra.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/36983-KLM-Electra.html;1,35;https://www.planespotters.net/photo/816528/ph-lld-klm-royal-dutch-airlines-lockheed-l-188c-electra;https://www.planespotters.net/photo/816528/ph-lld-klm-royal-dutch-airlines-lockheed-l-188c-electra;https://cdn.plnspttrs.net/05011/ph-lld-klm-royal-dutch-airlines-lockheed-l-188c-electra_PlanespottersNet_816528_874fb0854c_o.jpg;Peter Scharkowski;KL_KLM;Wahr;2025-07-14;;FALSCH;;KLM;41
KL006;Gemini Jets;KL;KLM;KLM;MCD-DC10-30;McDonnell Douglas DC-10-30;PH-DTA;;;N:Johann Sebastian Bach;Johann Sebastian Bach;;;;;Kleinanzeigen Josef Voß;https://www.kleinanzeigen.de/s-anzeige/schuco-starjets-und-gemini-jets-konvolut-1-400-1-500/3214030289-234-1362;15;9;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/10787-klm-dc-10.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/10787-klm-dc-10.html;1,35;https://www.planespotters.net/photo/681419/ph-dta-klm-royal-dutch-airlines-mcdonnell-douglas-dc-10-30;https://www.planespotters.net/photo/681419/ph-dta-klm-royal-dutch-airlines-mcdonnell-douglas-dc-10-30;https://cdn.plnspttrs.net/17239/ph-dta-klm-royal-dutch-airlines-mcdonnell-douglas-dc-10-30_PlanespottersNet_681419_54ae0bf264_o.jpg;Kees Marijs;KL_KLM;Wahr;2025-10-23;;FALSCH;;KLM;44
KL002;Phoenix;KL;KLM;KLM;MCD-MD11;McDonnell Douglas MD-11;PH-KCA;;;N:Amy Johnson;Amy Johnson;;;;;Marktplaats: TOGAflex;;40;2,07;;U:https://jjpostcards.com/de/ansichtskarten/9670-klm-md-11.html;;https://jjpostcards.com/de/ansichtskarten/9670-klm-md-11.html;0,85;https://www.planespotters.net/photo/1412141/ph-kca-klm-royal-dutch-airlines-mcdonnell-douglas-md-11;https://www.planespotters.net/photo/1412141/ph-kca-klm-royal-dutch-airlines-mcdonnell-douglas-md-11;https://cdn.plnspttrs.net/08295/ph-kca-klm-royal-dutch-airlines-mcdonnell-douglas-md-11_PlanespottersNet_1412141_207fc4be1d_o.jpg;Alexis Boidron;KL_KLM;Wahr;2025-06-03;;FALSCH;;KLM;45
WA001;JC Wings;WA;KLM Cityhopper;KLM exel;ATR42-300;ATR 42-320;PH-XLD;;;I:KLM exel;;;KLM exel;;;Marktplaats: TOGAflex;;25;1,3;;;;;;https://www.planespotters.net/photo/1135487/ph-xld-klm-exel-atr-42-320;https://www.planespotters.net/photo/1135487/ph-xld-klm-exel-atr-42-320;https://cdn.plnspttrs.net/34095/ph-xld-klm-exel-atr-42-320_PlanespottersNet_1135487_8ad874b082_o.jpg;Marco Dotti;KL_EXE;Wahr;2025-06-03;;FALSCH;;KLM_CH;4
WA004;JC Wings;WA;KLM Cityhopper;KLM exel;ATR72-200;ATR 72-200;PH-XLH;;;I:KLM exel;;;KLM exel;;;Ebay Models Shop;https://www.ebay.de/itm/277036315286;34,39;10,47;;I:andere Bez. KLM UK | U:https://jjpostcards.com/de/ansichtskarten/2399-klm-uk-atr-72.html;andere Bez. KLM UK;https://jjpostcards.com/de/ansichtskarten/2399-klm-uk-atr-72.html;0,85;https://cdn.jetphotos.com/full/2/25827_1067672094.jpg;https://cdn.jetphotos.com/full/2/25827_1067672094.jpg;https://cdn.jetphotos.com/full/2/25827_1067672094.jpg;BRIAN NICHOLAS;KL_EXE;Wahr;2026-01-28;;FALSCH;;KLM_CH;5
WA002;JC Wings;WA;KLM Cityhopper;KLM exel;EMB-ERJ145;Embraer ERJ-145MP;PH-RXA;;;I:KLM exel;;;KLM exel;;;Marktplaats: TOGAflex;;25;1,3;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/4404-klm-exel-erj-145.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/4404-klm-exel-erj-145.html;1,05;https://www.planespotters.net/photo/1181886/ph-rxa-klm-exel-embraer-erj-145mp;https://www.planespotters.net/photo/1181886/ph-rxa-klm-exel-embraer-erj-145mp;https://cdn.plnspttrs.net/06619/ph-rxa-klm-exel-embraer-erj-145mp_PlanespottersNet_1181886_fc7563dc1f_o.jpg;Marco Dotti;KL_EXE;Wahr;2025-06-03;;FALSCH;;KLM_CH;6
WA003;Gemini Jets;WA;KLM Cityhopper;KLM Cityhopper;EMB-E195E2;Embraer E195-E2;PH-NXE;;;I:KLM Cityhopper;;;KLM Cityhopper;;;flight-shop.de/;https://www.flight-shop.de/modelle/geminijets/scale-1400/11784/geminijets-embraer-e195-e2-klm-royal-dutch-ph-nx3-1-400-modellflugzeug?srsltid=AfmBOorHTKyWreFQRtGAn-iFemA-bxLMhEW3CTNpBx-uvqkSzpp8ugku;45,32;5,1;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/42297-klm-cityhopper-embraer-190.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/42297-klm-cityhopper-embraer-190.html;1,35;https://www.planespotters.net/photo/1502669/ph-nxe-klm-cityhopper-embraer-e195-e2-erj-190-400-std;https://www.planespotters.net/photo/1502669/ph-nxe-klm-cityhopper-embraer-e195-e2-erj-190-400-std;https://cdn.plnspttrs.net/00909/ph-nxe-klm-cityhopper-embraer-e195-e2-erj-190-400-std_PlanespottersNet_1502669_3485de4a79_o.jpg;Kees Marijs;WA_KLC;Wahr;2025-06-26;;FALSCH;;KLM_CH;10
WIS-WA-12;;WA;KLM Cityhopper;KLM Cityhopper;FOK-F70;Fokker 70;PH-KZM;;;I:KLM Cityhopper / Sil Air hybrid;;;KLM Cityhopper / Sil Air hybrid;;;https://www.modelyletadel.cz/en/fokker-70-klm-cityhopper-sil-air-hybrid-colors.html;https://www.modelyletadel.cz/en/fokker-70-klm-cityhopper-sil-air-hybrid-colors.html;59,96;8,6;;;;;;;;;;WA_KLC;Falsch;;;WAHR;2;KLM_CH;12
